incident_id,server_id,incident_category,priority,status,assigned_team,resolution_hours,incident_date
2423,2423,Qualys Agent Missing,P4,Resolved,Database Team,38,2026-06-02
2424,2424,Application Not Responding,P4,In Progress,Security Team,49,2026-03-03
2425,2425,Application Not Responding,P4,In Progress,Linux Team,59,2026-07-25
2426,2426,Server Down,P4,Closed,Messaging Team,55,2026-01-22
2427,2427,Qualys Agent Missing,P2,Closed,Linux Team,3,2026-04-01
2428,2428,Application Not Responding,P4,Resolved,Database Team,65,2026-01-07
2429,2429,Patch Failure,P3,In Progress,Infrastructure Team,20,2026-04-01
2430,2430,Memory Utilization High,P4,Resolved,Infrastructure Team,62,2026-02-03
2431,2431,Firewall Disabled,P3,Resolved,Security Team,6,2026-03-31
2432,2432,Disk Space Full,P4,Resolved,Linux Team,52,2026-05-05
2433,2433,Server Down,P4,Closed,Database Team,68,2025-08-13
2434,2434,CrowdStrike Offline,P4,Closed,Messaging Team,26,2025-09-06
2435,2435,Application Not Responding,P4,Resolved,Security Team,22,2026-04-14
2436,2436,Application Not Responding,P2,In Progress,Messaging Team,6,2026-06-22
2437,2437,CPU Utilization High,P3,In Progress,Infrastructure Team,17,2026-05-03
2438,2438,Qualys Agent Missing,P4,Closed,Messaging Team,62,2026-06-30
2439,2439,Disk Space Full,P4,Closed,Database Team,53,2026-04-13
2440,2440,Disk Space Full,P3,Resolved,Infrastructure Team,21,2026-06-27
2441,2441,Firewall Disabled,P3,Closed,Windows Team,16,2026-04-08
2442,2442,CrowdStrike Offline,P4,Closed,Infrastructure Team,13,2026-05-26
2443,2443,Firewall Disabled,P3,Closed,Infrastructure Team,13,2026-06-01
2444,2444,Disk Space Full,P2,Closed,Infrastructure Team,3,2025-11-24
2445,2445,CPU Utilization High,P2,Open,Database Team,3,2025-08-03
2446,2446,Splunk Agent Down,P4,Closed,Database Team,29,2026-07-16
2447,2447,Application Not Responding,P4,Resolved,Infrastructure Team,45,2025-12-06
2448,2448,Application Not Responding,P4,Closed,Linux Team,45,2026-04-08
2449,2449,Patch Failure,P3,Closed,Infrastructure Team,23,2026-04-24
2450,2450,Disk Space Full,P3,Resolved,Database Team,14,2026-03-21
2451,2451,Patch Failure,P1,Open,Windows Team,3,2026-06-04
2452,2452,Patch Failure,P4,Open,Infrastructure Team,62,2026-04-17
2453,2453,Server Down,P4,Resolved,Linux Team,25,2026-04-27
2454,2454,CPU Utilization High,P3,Resolved,Infrastructure Team,6,2026-04-27
2455,2455,Patch Failure,P4,Closed,Infrastructure Team,63,2025-12-19
2456,2456,Splunk Agent Down,P3,In Progress,Security Team,17,2025-09-27
2457,2457,CrowdStrike Offline,P3,Open,Infrastructure Team,8,2025-09-11
2458,2458,CPU Utilization High,P3,Resolved,Linux Team,10,2025-11-14
2459,2459,CrowdStrike Offline,P4,Open,Infrastructure Team,71,2025-12-05
2460,2460,Memory Utilization High,P4,Closed,Linux Team,55,2026-02-10
2461,2461,CrowdStrike Offline,P4,Closed,Windows Team,26,2025-11-26
2462,2462,CrowdStrike Offline,P4,In Progress,Database Team,34,2025-09-03
2463,2463,Patch Failure,P3,Closed,Messaging Team,13,2026-04-21
2464,2464,Splunk Agent Down,P4,Closed,Database Team,30,2026-01-23
2465,2465,Application Not Responding,P3,Resolved,Infrastructure Team,4,2026-04-17
2466,2466,Firewall Disabled,P4,Closed,Infrastructure Team,67,2026-01-23
2467,2467,Memory Utilization High,P3,Closed,Linux Team,10,2026-05-14
2468,2468,CrowdStrike Offline,P2,Closed,Infrastructure Team,8,2026-03-22
2469,2469,Firewall Disabled,P4,In Progress,Linux Team,55,2026-07-23
2470,2470,Disk Space Full,P3,Resolved,Database Team,20,2025-10-26
2471,2471,Qualys Agent Missing,P4,Closed,Security Team,65,2026-01-15
2472,2472,Server Down,P3,Resolved,Security Team,8,2026-05-14
2473,2473,Memory Utilization High,P4,Resolved,Database Team,21,2026-02-27
2474,2474,Server Down,P4,In Progress,Infrastructure Team,38,2026-03-06
2475,2475,Splunk Agent Down,P3,Closed,Messaging Team,14,2026-06-16
2476,2476,Firewall Disabled,P3,In Progress,Windows Team,20,2026-03-05
2477,2477,Splunk Agent Down,P4,Closed,Linux Team,25,2026-04-30
2478,2478,Splunk Agent Down,P3,Closed,Infrastructure Team,7,2026-01-20
2479,2479,Disk Space Full,P4,Resolved,Messaging Team,61,2025-09-14
2480,2480,Patch Failure,P1,Closed,Infrastructure Team,3,2025-09-06
2481,2481,Firewall Disabled,P3,Resolved,Infrastructure Team,15,2026-04-09
2482,2482,CPU Utilization High,P4,Closed,Infrastructure Team,34,2025-08-08
2483,2483,Server Down,P2,Closed,Security Team,4,2026-04-16
2484,2484,Firewall Disabled,P4,In Progress,Linux Team,34,2026-06-14
2485,2485,Server Down,P3,Resolved,Windows Team,4,2025-11-22
2486,2486,Disk Space Full,P2,Closed,Database Team,5,2026-01-18
2487,2487,Firewall Disabled,P4,Resolved,Linux Team,21,2026-03-23
2488,2488,Splunk Agent Down,P3,Closed,Security Team,16,2025-11-08
2489,2489,Splunk Agent Down,P4,Closed,Linux Team,45,2026-05-26
2490,2490,Qualys Agent Missing,P3,Closed,Infrastructure Team,22,2025-09-22
2491,2491,Firewall Disabled,P3,Closed,Security Team,7,2026-04-07
2492,2492,Server Down,P3,Open,Linux Team,20,2026-01-22
2493,2493,Disk Space Full,P4,Closed,Security Team,19,2026-04-20
2494,2494,Memory Utilization High,P4,In Progress,Database Team,35,2025-12-31
2495,2495,Qualys Agent Missing,P4,Closed,Infrastructure Team,54,2026-03-06
2496,2496,CPU Utilization High,P2,Closed,Linux Team,8,2025-08-25
2497,2497,CrowdStrike Offline,P1,Closed,Linux Team,4,2026-07-13
2498,2498,Memory Utilization High,P4,Closed,Windows Team,58,2025-07-25
2499,2499,Application Not Responding,P3,Closed,Linux Team,20,2025-11-01
2500,2500,Server Down,P3,Closed,Linux Team,23,2026-02-05
2501,2501,CPU Utilization High,P2,In Progress,Infrastructure Team,3,2025-09-18
2502,2502,CPU Utilization High,P3,Closed,Security Team,17,2026-05-08
2503,2503,Splunk Agent Down,P3,Resolved,Windows Team,7,2026-05-25
2504,2504,Memory Utilization High,P3,Open,Messaging Team,23,2026-02-13
2505,2505,CPU Utilization High,P2,Closed,Messaging Team,2,2025-12-06
2506,2506,Firewall Disabled,P4,Resolved,Windows Team,29,2025-09-28
2507,2507,Memory Utilization High,P2,Resolved,Security Team,5,2026-01-31
2508,2508,Memory Utilization High,P4,Closed,Linux Team,46,2025-12-02
2509,2509,Server Down,P3,Closed,Security Team,14,2026-02-11
2510,2510,Firewall Disabled,P4,Closed,Messaging Team,46,2026-03-05
2511,2511,Server Down,P3,Resolved,Database Team,12,2025-09-21
2512,2512,Server Down,P2,Closed,Database Team,2,2026-01-03
2513,2513,Disk Space Full,P2,In Progress,Windows Team,4,2025-11-13
2514,2514,CrowdStrike Offline,P3,In Progress,Database Team,18,2026-05-30
2515,2515,Splunk Agent Down,P3,In Progress,Windows Team,13,2026-03-12
2516,2516,Memory Utilization High,P4,In Progress,Messaging Team,49,2026-06-19
2517,2517,CrowdStrike Offline,P4,In Progress,Database Team,22,2026-06-05
2518,2518,Firewall Disabled,P3,Open,Database Team,10,2025-08-12
2519,2519,Qualys Agent Missing,P4,Closed,Windows Team,66,2025-12-15
2520,2520,Memory Utilization High,P4,Resolved,Infrastructure Team,47,2026-06-16
2521,2521,CPU Utilization High,P4,In Progress,Linux Team,47,2026-05-11
2522,2522,Server Down,P3,Resolved,Infrastructure Team,8,2025-12-05
2523,2523,Splunk Agent Down,P3,Closed,Infrastructure Team,17,2026-03-14
2524,2524,Patch Failure,P3,Closed,Linux Team,23,2025-11-15
2525,2525,CPU Utilization High,P2,Resolved,Database Team,4,2026-07-17
2526,2526,Patch Failure,P1,Closed,Database Team,2,2026-05-29
2527,2527,Memory Utilization High,P3,In Progress,Linux Team,4,2026-06-20
2528,2528,Disk Space Full,P3,In Progress,Linux Team,21,2026-03-13
2529,2529,Disk Space Full,P3,Open,Infrastructure Team,17,2025-11-27
2530,2530,Memory Utilization High,P3,In Progress,Database Team,21,2026-01-30
2531,2531,Server Down,P4,Closed,Linux Team,26,2025-10-16
2532,2532,CrowdStrike Offline,P2,Resolved,Windows Team,3,2025-09-07
2533,2533,CPU Utilization High,P3,In Progress,Infrastructure Team,13,2026-06-01
2534,2534,CrowdStrike Offline,P2,Closed,Infrastructure Team,7,2026-07-14
2535,2535,Memory Utilization High,P2,In Progress,Messaging Team,3,2026-06-05
2536,2536,CrowdStrike Offline,P4,In Progress,Messaging Team,63,2026-03-04
2537,2537,CPU Utilization High,P3,In Progress,Database Team,7,2025-12-17
2538,2538,CPU Utilization High,P4,Resolved,Linux Team,25,2025-11-25
2539,2539,Disk Space Full,P3,Open,Linux Team,11,2025-10-01
2540,2540,Patch Failure,P3,Open,Infrastructure Team,9,2026-06-26
2541,2541,Application Not Responding,P2,In Progress,Database Team,6,2026-06-16
2542,2542,Splunk Agent Down,P3,Resolved,Database Team,22,2025-12-29
2543,2543,Splunk Agent Down,P3,Closed,Security Team,10,2026-03-20
2544,2544,Patch Failure,P3,Resolved,Database Team,12,2025-12-06
2545,2545,Disk Space Full,P3,In Progress,Windows Team,23,2025-08-20
2546,2546,Server Down,P4,Closed,Messaging Team,50,2026-03-08
2547,2547,Qualys Agent Missing,P4,In Progress,Windows Team,64,2026-03-29
2548,2548,CrowdStrike Offline,P2,Open,Linux Team,7,2026-06-30
2549,2549,CrowdStrike Offline,P4,In Progress,Linux Team,47,2025-11-26
2550,2550,Disk Space Full,P3,In Progress,Infrastructure Team,23,2026-02-15
2551,2551,Firewall Disabled,P3,Resolved,Messaging Team,16,2026-06-07
2552,2552,Firewall Disabled,P4,In Progress,Linux Team,9,2026-06-24
2553,2553,Qualys Agent Missing,P3,Closed,Linux Team,22,2025-11-22
2554,2554,Qualys Agent Missing,P2,Closed,Security Team,4,2026-03-07
2555,2555,Application Not Responding,P3,Resolved,Windows Team,13,2026-06-01
2556,2556,Server Down,P3,Closed,Messaging Team,4,2025-10-17
2557,2557,Disk Space Full,P2,In Progress,Infrastructure Team,7,2025-11-26
2558,2558,Server Down,P3,Resolved,Messaging Team,6,2025-12-05
2559,2559,Firewall Disabled,P3,Resolved,Messaging Team,10,2025-09-23
2560,2560,Disk Space Full,P3,Closed,Infrastructure Team,22,2026-01-24
2561,2561,Patch Failure,P3,In Progress,Security Team,10,2026-04-09
2562,2562,Disk Space Full,P2,Closed,Security Team,3,2025-07-25
2563,2563,CrowdStrike Offline,P4,Closed,Messaging Team,19,2026-05-07
2564,2564,Patch Failure,P3,Resolved,Windows Team,19,2026-06-01
2565,2565,Disk Space Full,P3,Resolved,Linux Team,6,2026-02-04
2566,2566,Splunk Agent Down,P3,Resolved,Messaging Team,23,2026-06-13
2567,2567,CPU Utilization High,P3,Closed,Infrastructure Team,8,2026-05-22
2568,2568,Qualys Agent Missing,P3,Open,Security Team,7,2026-04-14
2569,2569,Firewall Disabled,P3,Closed,Infrastructure Team,23,2025-10-08
2570,2570,CPU Utilization High,P4,Resolved,Database Team,20,2026-06-11
2571,2571,Memory Utilization High,P3,Resolved,Windows Team,23,2026-07-08
2572,2572,Firewall Disabled,P4,Closed,Infrastructure Team,11,2025-12-27
2573,2573,CrowdStrike Offline,P1,Closed,Infrastructure Team,4,2026-05-20
2574,2574,CrowdStrike Offline,P3,Closed,Infrastructure Team,24,2025-08-16
2575,2575,Application Not Responding,P2,In Progress,Infrastructure Team,8,2026-03-29
2576,2576,Firewall Disabled,P3,Closed,Messaging Team,11,2025-10-09
2577,2577,Memory Utilization High,P3,Resolved,Windows Team,24,2025-12-04
2578,2578,Application Not Responding,P4,Resolved,Security Team,18,2026-03-17
2579,2579,Server Down,P4,Resolved,Windows Team,25,2026-02-04
2580,2580,Server Down,P4,Resolved,Infrastructure Team,58,2025-08-12
2581,2581,Application Not Responding,P4,Resolved,Database Team,54,2025-11-24
2582,2582,CPU Utilization High,P3,Resolved,Linux Team,23,2025-11-18
2583,2583,Splunk Agent Down,P2,Resolved,Linux Team,4,2026-04-09
2584,2584,Firewall Disabled,P3,Closed,Infrastructure Team,23,2026-02-24
2585,2585,Qualys Agent Missing,P4,Closed,Security Team,57,2025-09-07
2586,2586,Splunk Agent Down,P3,Closed,Windows Team,8,2026-01-15
2587,2587,CrowdStrike Offline,P4,Open,Linux Team,31,2026-01-17
2588,2588,CrowdStrike Offline,P3,Open,Linux Team,23,2026-03-26
2589,2589,CrowdStrike Offline,P4,Closed,Security Team,58,2025-07-28
2590,2590,CPU Utilization High,P3,Resolved,Messaging Team,14,2025-07-27
2591,2591,CPU Utilization High,P2,In Progress,Security Team,7,2026-02-19
2592,2592,Firewall Disabled,P4,Resolved,Infrastructure Team,34,2025-09-17
2593,2593,Patch Failure,P4,Closed,Infrastructure Team,34,2025-09-16
2594,2594,Qualys Agent Missing,P2,Resolved,Database Team,4,2026-05-28
2595,2595,CPU Utilization High,P4,In Progress,Database Team,35,2025-12-30
2596,2596,Qualys Agent Missing,P2,Open,Security Team,6,2025-09-22
2597,2597,Application Not Responding,P3,In Progress,Messaging Team,13,2026-04-19
2598,2598,Firewall Disabled,P4,Resolved,Infrastructure Team,66,2025-07-29
2599,2599,Qualys Agent Missing,P3,Resolved,Windows Team,22,2025-11-23
2600,2600,CrowdStrike Offline,P4,Closed,Security Team,67,2025-12-13
2601,2601,Disk Space Full,P3,Resolved,Linux Team,9,2025-07-30
2602,2602,CPU Utilization High,P4,In Progress,Messaging Team,30,2025-09-26
2603,2603,CrowdStrike Offline,P3,Open,Messaging Team,17,2026-02-25
2604,2604,Application Not Responding,P4,Closed,Linux Team,17,2026-02-20
2605,2605,CPU Utilization High,P4,Resolved,Database Team,67,2026-05-07
2606,2606,Disk Space Full,P4,Open,Windows Team,69,2026-06-22
2607,2607,Patch Failure,P4,Closed,Windows Team,36,2025-10-01
2608,2608,Firewall Disabled,P3,Resolved,Messaging Team,8,2025-11-13
2609,2609,CPU Utilization High,P4,Open,Infrastructure Team,72,2026-02-25
2610,2610,Qualys Agent Missing,P3,Resolved,Windows Team,7,2025-12-02
2611,2611,CPU Utilization High,P3,Resolved,Linux Team,23,2025-08-12
2612,2612,Qualys Agent Missing,P4,Resolved,Infrastructure Team,24,2025-08-29
2613,2613,Disk Space Full,P4,Resolved,Windows Team,52,2025-10-04
2614,2614,Application Not Responding,P4,Closed,Windows Team,43,2026-02-08
2615,2615,Disk Space Full,P1,Resolved,Messaging Team,4,2025-10-09
2616,2616,Splunk Agent Down,P3,Open,Infrastructure Team,16,2026-01-10
2617,2617,Firewall Disabled,P2,Resolved,Linux Team,7,2026-01-18
2618,2618,Server Down,P3,Closed,Infrastructure Team,12,2025-10-01
2619,2619,CPU Utilization High,P3,Closed,Database Team,5,2026-07-20
2620,2620,Firewall Disabled,P4,Resolved,Messaging Team,33,2025-12-22
2621,2621,Firewall Disabled,P3,Closed,Security Team,23,2025-08-09
2622,2622,Firewall Disabled,P1,Closed,Messaging Team,1,2026-06-11
2623,2623,CrowdStrike Offline,P4,Closed,Windows Team,58,2026-07-06
2624,2624,CPU Utilization High,P4,Closed,Linux Team,43,2026-03-27
2625,2625,CrowdStrike Offline,P4,Resolved,Database Team,59,2026-03-20
2626,2626,Patch Failure,P3,Open,Database Team,7,2025-08-31
2627,2627,CrowdStrike Offline,P4,Open,Infrastructure Team,52,2025-08-26
2628,2628,Splunk Agent Down,P4,In Progress,Database Team,45,2026-03-20
2629,2629,Qualys Agent Missing,P4,Closed,Linux Team,70,2025-09-19
2630,2630,Firewall Disabled,P2,Resolved,Infrastructure Team,2,2025-10-04
2631,2631,Memory Utilization High,P4,Open,Security Team,65,2026-03-19
2632,2632,Patch Failure,P4,Resolved,Infrastructure Team,16,2025-12-26
2633,2633,CrowdStrike Offline,P3,Closed,Linux Team,21,2026-01-26
2634,2634,Memory Utilization High,P3,Closed,Infrastructure Team,14,2026-06-03
2635,2635,Qualys Agent Missing,P3,Resolved,Messaging Team,23,2025-12-13
2636,2636,CPU Utilization High,P2,Closed,Database Team,3,2025-10-15
2637,2637,Application Not Responding,P4,In Progress,Messaging Team,32,2025-11-27
2638,2638,Server Down,P4,Closed,Security Team,39,2026-04-17
2639,2639,Memory Utilization High,P2,In Progress,Security Team,5,2025-09-16
2640,2640,CPU Utilization High,P3,Resolved,Messaging Team,10,2026-02-04
2641,2641,Server Down,P4,Closed,Security Team,37,2026-07-25
2642,2642,Qualys Agent Missing,P3,Closed,Messaging Team,23,2025-08-28
2643,2643,Patch Failure,P3,Closed,Database Team,11,2025-08-11
2644,2644,Qualys Agent Missing,P3,Closed,Infrastructure Team,12,2026-01-09
2645,2645,CPU Utilization High,P2,Resolved,Linux Team,3,2026-01-30
2646,2646,CPU Utilization High,P2,Resolved,Windows Team,3,2025-12-31
2647,2647,Disk Space Full,P4,Closed,Windows Team,48,2025-10-23
2648,2648,Server Down,P3,Closed,Database Team,24,2026-02-09
2649,2649,CPU Utilization High,P4,Closed,Windows Team,22,2025-11-14
2650,2650,Qualys Agent Missing,P4,Resolved,Infrastructure Team,10,2025-12-13
2651,2651,Memory Utilization High,P3,Resolved,Security Team,9,2026-01-06
2652,2652,Application Not Responding,P2,In Progress,Linux Team,7,2026-02-02
2653,2653,Qualys Agent Missing,P4,Resolved,Windows Team,47,2025-09-04
2654,2654,Firewall Disabled,P4,Resolved,Messaging Team,22,2026-02-05
2655,2655,Server Down,P3,Resolved,Infrastructure Team,21,2026-03-03
2656,2656,CPU Utilization High,P4,In Progress,Database Team,59,2026-04-10
2657,2657,Firewall Disabled,P2,Resolved,Security Team,5,2026-01-02
2658,2658,Patch Failure,P3,Open,Infrastructure Team,9,2026-05-16
2659,2659,Firewall Disabled,P3,Closed,Windows Team,9,2026-01-28
2660,2660,Disk Space Full,P2,In Progress,Linux Team,8,2025-12-22
2661,2661,CPU Utilization High,P2,Resolved,Infrastructure Team,8,2026-04-24
2662,2662,CPU Utilization High,P4,Resolved,Linux Team,58,2025-08-09
2663,2663,Firewall Disabled,P1,Resolved,Messaging Team,4,2025-11-08
2664,2664,Firewall Disabled,P4,Closed,Database Team,67,2026-07-24
2665,2665,Patch Failure,P2,Open,Windows Team,7,2026-07-16
2666,2666,Memory Utilization High,P4,Resolved,Messaging Team,27,2026-05-15
2667,2667,Disk Space Full,P3,Closed,Messaging Team,20,2025-10-15
2668,2668,CrowdStrike Offline,P3,Resolved,Windows Team,17,2026-03-29
2669,2669,Splunk Agent Down,P4,In Progress,Database Team,70,2026-06-22
2670,2670,CPU Utilization High,P4,Resolved,Messaging Team,53,2026-02-14
2671,2671,Application Not Responding,P4,Resolved,Messaging Team,30,2026-04-16
2672,2672,Firewall Disabled,P3,Closed,Database Team,9,2026-05-23
2673,2673,Splunk Agent Down,P4,Resolved,Database Team,51,2026-02-02
2674,2674,Server Down,P3,Closed,Database Team,6,2026-06-24
2675,2675,Patch Failure,P4,Resolved,Infrastructure Team,54,2026-05-07
2676,2676,Application Not Responding,P3,In Progress,Infrastructure Team,22,2026-03-29
2677,2677,Patch Failure,P3,Resolved,Security Team,22,2025-08-26
2678,2678,CPU Utilization High,P2,Resolved,Windows Team,3,2025-08-11
2679,2679,Memory Utilization High,P3,Closed,Windows Team,4,2026-06-01
2680,2680,CPU Utilization High,P2,In Progress,Security Team,3,2026-07-14
2681,2681,Memory Utilization High,P4,Resolved,Security Team,15,2025-09-26
2682,2682,Patch Failure,P4,Closed,Messaging Team,24,2026-02-02
2683,2683,Splunk Agent Down,P4,Closed,Messaging Team,20,2026-04-10
2684,2684,CrowdStrike Offline,P4,In Progress,Messaging Team,69,2026-06-17
2685,2685,Patch Failure,P1,Closed,Messaging Team,2,2025-09-08
2686,2686,Patch Failure,P2,Closed,Database Team,7,2025-11-07
2687,2687,Qualys Agent Missing,P4,Closed,Database Team,71,2026-01-16
2688,2688,CrowdStrike Offline,P3,Closed,Security Team,12,2025-12-18
2689,2689,Splunk Agent Down,P4,Resolved,Windows Team,46,2026-04-12
2690,2690,CrowdStrike Offline,P3,In Progress,Infrastructure Team,14,2026-03-31
2691,2691,Patch Failure,P4,Closed,Security Team,21,2025-09-22
2692,2692,Application Not Responding,P4,Open,Security Team,16,2026-01-30
2693,2693,Firewall Disabled,P4,In Progress,Linux Team,66,2025-08-28
2694,2694,Memory Utilization High,P3,Closed,Database Team,14,2026-02-21
2695,2695,Server Down,P4,In Progress,Windows Team,66,2026-06-29
2696,2696,Disk Space Full,P4,Resolved,Database Team,51,2026-06-11
2697,2697,Memory Utilization High,P4,Resolved,Infrastructure Team,40,2025-12-08
2698,2698,Disk Space Full,P2,In Progress,Database Team,5,2026-04-07
2699,2699,Splunk Agent Down,P2,Resolved,Messaging Team,7,2026-02-19
2700,2700,Server Down,P1,Closed,Security Team,3,2025-12-27
2701,2701,Splunk Agent Down,P2,In Progress,Infrastructure Team,8,2026-06-07
2702,2702,Disk Space Full,P4,Resolved,Messaging Team,39,2025-12-28
2703,2703,Qualys Agent Missing,P3,In Progress,Linux Team,15,2025-11-12
2704,2704,CrowdStrike Offline,P3,Open,Linux Team,10,2025-11-27
2705,2705,Application Not Responding,P3,In Progress,Infrastructure Team,9,2026-03-31
2706,2706,Patch Failure,P4,Resolved,Infrastructure Team,19,2026-04-19
2707,2707,Splunk Agent Down,P3,Resolved,Messaging Team,12,2026-02-12
2708,2708,Server Down,P2,Closed,Security Team,5,2026-02-28
2709,2709,Disk Space Full,P4,Open,Linux Team,34,2025-12-20
2710,2710,Firewall Disabled,P2,Resolved,Infrastructure Team,3,2026-03-30
2711,2711,Qualys Agent Missing,P1,Resolved,Database Team,3,2026-04-03
2712,2712,CPU Utilization High,P4,Resolved,Security Team,59,2025-09-02
2713,2713,CrowdStrike Offline,P4,Closed,Database Team,18,2025-09-24
2714,2714,Memory Utilization High,P2,Closed,Infrastructure Team,7,2026-02-17
2715,2715,Disk Space Full,P3,Closed,Infrastructure Team,4,2026-05-17
2716,2716,Qualys Agent Missing,P4,In Progress,Database Team,50,2025-08-15
2717,2717,Disk Space Full,P2,Closed,Infrastructure Team,4,2026-02-17
2718,2718,Patch Failure,P3,Closed,Database Team,12,2025-10-10
2719,2719,Patch Failure,P1,Resolved,Messaging Team,3,2025-09-27
2720,2720,Server Down,P4,Closed,Messaging Team,20,2026-06-05
2721,2721,Firewall Disabled,P3,Closed,Windows Team,7,2025-11-30
2722,2722,Firewall Disabled,P2,Closed,Security Team,4,2026-01-27
2723,2723,CPU Utilization High,P3,Closed,Infrastructure Team,8,2025-09-17
2724,2724,Patch Failure,P2,Resolved,Linux Team,6,2025-10-03
2725,2725,Patch Failure,P4,In Progress,Linux Team,31,2026-04-04
2726,2726,Disk Space Full,P4,Closed,Windows Team,32,2026-05-21
2727,2727,Application Not Responding,P3,Resolved,Security Team,14,2026-03-01
2728,2728,CPU Utilization High,P4,Resolved,Infrastructure Team,28,2025-12-14
2729,2729,Server Down,P4,Resolved,Infrastructure Team,21,2026-03-03
2730,2730,Splunk Agent Down,P3,Resolved,Messaging Team,5,2026-07-09
2731,2731,CrowdStrike Offline,P2,Closed,Security Team,6,2026-02-17
2732,2732,Memory Utilization High,P3,Resolved,Database Team,12,2026-02-04
2733,2733,Disk Space Full,P2,In Progress,Infrastructure Team,2,2026-01-11
2734,2734,Patch Failure,P4,Resolved,Windows Team,48,2025-10-30
2735,2735,Application Not Responding,P4,Resolved,Security Team,36,2025-12-22
2736,2736,CPU Utilization High,P4,Closed,Windows Team,68,2026-03-14
2737,2737,Qualys Agent Missing,P4,Open,Messaging Team,33,2026-01-03
2738,2738,Server Down,P3,Closed,Database Team,22,2026-05-24
2739,2739,Application Not Responding,P4,Closed,Security Team,19,2025-12-11
2740,2740,Application Not Responding,P4,Resolved,Windows Team,67,2026-05-29
2741,2741,Qualys Agent Missing,P3,Closed,Security Team,10,2026-03-17
2742,2742,Server Down,P3,Open,Infrastructure Team,13,2026-06-11
2743,2743,Application Not Responding,P4,Closed,Infrastructure Team,10,2026-03-31
2744,2744,Memory Utilization High,P3,Open,Infrastructure Team,7,2025-09-13
2745,2745,CrowdStrike Offline,P4,In Progress,Linux Team,72,2026-05-26
2746,2746,Patch Failure,P2,In Progress,Linux Team,5,2026-04-25
2747,2747,Server Down,P3,Resolved,Infrastructure Team,20,2026-04-26
2748,2748,Application Not Responding,P3,Resolved,Linux Team,11,2026-06-04
2749,2749,CrowdStrike Offline,P1,Open,Windows Team,3,2025-11-19
2750,2750,Qualys Agent Missing,P3,Resolved,Infrastructure Team,11,2026-04-04
2751,2751,CrowdStrike Offline,P3,Resolved,Database Team,24,2025-12-21
2752,2752,Qualys Agent Missing,P2,Open,Infrastructure Team,2,2025-11-18
2753,2753,CPU Utilization High,P3,Resolved,Messaging Team,4,2025-12-18
2754,2754,Patch Failure,P3,Open,Messaging Team,23,2025-08-23
2755,2755,Firewall Disabled,P4,Resolved,Windows Team,64,2026-03-16
2756,2756,CPU Utilization High,P3,Resolved,Security Team,24,2025-09-30
2757,2757,Qualys Agent Missing,P3,Open,Security Team,20,2026-05-06
2758,2758,Splunk Agent Down,P4,Closed,Linux Team,32,2026-02-11
2759,2759,Splunk Agent Down,P3,Resolved,Infrastructure Team,15,2026-01-06
2760,2760,Firewall Disabled,P3,Resolved,Infrastructure Team,20,2026-05-28
2761,2761,CPU Utilization High,P3,Resolved,Security Team,23,2025-08-15
2762,2762,Server Down,P2,Closed,Messaging Team,6,2025-10-13
2763,2763,CrowdStrike Offline,P3,Closed,Windows Team,8,2025-08-22
2764,2764,CrowdStrike Offline,P2,Resolved,Windows Team,4,2026-02-10
2765,2765,CPU Utilization High,P3,Closed,Infrastructure Team,8,2025-09-11
2766,2766,Splunk Agent Down,P4,Open,Database Team,25,2025-10-29
2767,2767,Patch Failure,P4,In Progress,Infrastructure Team,53,2025-12-04
2768,2768,Firewall Disabled,P4,Closed,Infrastructure Team,24,2025-10-24
2769,2769,Server Down,P4,In Progress,Infrastructure Team,62,2026-06-09
2770,2770,Application Not Responding,P4,Closed,Linux Team,46,2026-04-02
2771,2771,Qualys Agent Missing,P4,Resolved,Database Team,50,2026-06-23
2772,2772,Patch Failure,P4,In Progress,Windows Team,50,2026-06-23
2773,2773,Firewall Disabled,P1,Closed,Linux Team,4,2025-10-03
2774,2774,Splunk Agent Down,P3,Closed,Windows Team,7,2026-02-13
2775,2775,Firewall Disabled,P1,Resolved,Infrastructure Team,3,2025-11-22
2776,2776,CrowdStrike Offline,P4,Resolved,Infrastructure Team,10,2026-05-30
2777,2777,Disk Space Full,P2,Open,Linux Team,6,2025-08-23
2778,2778,Splunk Agent Down,P4,Resolved,Infrastructure Team,28,2026-06-10
2779,2779,Application Not Responding,P2,Closed,Messaging Team,2,2026-06-13
2780,2780,Splunk Agent Down,P2,Open,Infrastructure Team,8,2026-01-17
2781,2781,Splunk Agent Down,P4,Resolved,Infrastructure Team,14,2025-10-27
2782,2782,Memory Utilization High,P4,Closed,Windows Team,34,2025-08-18
2783,2783,CrowdStrike Offline,P4,Resolved,Messaging Team,9,2026-01-09
2784,2784,Splunk Agent Down,P4,Resolved,Infrastructure Team,17,2025-12-17
2785,2785,Patch Failure,P1,Closed,Infrastructure Team,3,2026-03-25
2786,2786,Server Down,P3,Closed,Infrastructure Team,22,2025-11-12
2787,2787,Application Not Responding,P3,Resolved,Security Team,9,2026-01-19
2788,2788,CrowdStrike Offline,P3,Closed,Infrastructure Team,9,2025-12-01
2789,2789,Splunk Agent Down,P3,Closed,Security Team,5,2026-06-14
2790,2790,Memory Utilization High,P3,Open,Linux Team,24,2025-11-03
2791,2791,Application Not Responding,P4,Resolved,Messaging Team,21,2026-05-23
