compliance_id,server_id,splunk_status,qualys_status,crowdstrike_status,firewall_status,patch_status,password_policy,compliance_score,compliance_status
2555,2555,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2556,2556,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2557,2557,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2558,2558,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2559,2559,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2560,2560,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2561,2561,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2562,2562,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2563,2563,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2564,2564,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2565,2565,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2566,2566,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2567,2567,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2568,2568,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2569,2569,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2570,2570,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2571,2571,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2572,2572,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2573,2573,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2574,2574,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2575,2575,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2576,2576,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2577,2577,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2578,2578,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2579,2579,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2580,2580,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2581,2581,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2582,2582,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2583,2583,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2584,2584,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2585,2585,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2586,2586,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2587,2587,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2588,2588,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2589,2589,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2590,2590,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2591,2591,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2592,2592,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2593,2593,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2594,2594,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2595,2595,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2596,2596,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2597,2597,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2598,2598,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2599,2599,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2600,2600,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2601,2601,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2602,2602,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2603,2603,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2604,2604,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2605,2605,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2606,2606,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2607,2607,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2608,2608,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2609,2609,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2610,2610,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2611,2611,Running,Stopped,Running,Enabled,Outdated,Compliant,65,Non-Compliant
2612,2612,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2613,2613,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2614,2614,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2615,2615,Running,Running,Running,Disabled,Outdated,Compliant,70,Warning
2616,2616,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2617,2617,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2618,2618,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2619,2619,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2620,2620,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2621,2621,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2622,2622,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2623,2623,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2624,2624,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2625,2625,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2626,2626,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2627,2627,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2628,2628,Stopped,Running,Running,Enabled,Outdated,Compliant,65,Non-Compliant
2629,2629,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
2630,2630,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2631,2631,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2632,2632,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2633,2633,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2634,2634,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2635,2635,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2636,2636,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2637,2637,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2638,2638,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2639,2639,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2640,2640,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning
2641,2641,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2642,2642,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2643,2643,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2644,2644,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2645,2645,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2646,2646,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2647,2647,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2648,2648,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2649,2649,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2650,2650,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2651,2651,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2652,2652,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2653,2653,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2654,2654,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2655,2655,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2656,2656,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2657,2657,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2658,2658,Running,Running,Running,Enabled,Outdated,Non-Compliant,75,Warning
2659,2659,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2660,2660,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2661,2661,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2662,2662,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2663,2663,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2664,2664,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2665,2665,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2666,2666,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2667,2667,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2668,2668,Running,Running,Running,Disabled,Updated,Non-Compliant,75,Warning
2669,2669,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2670,2670,Stopped,Running,Running,Enabled,Outdated,Compliant,65,Non-Compliant
2671,2671,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2672,2672,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2673,2673,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2674,2674,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2675,2675,Running,Running,Stopped,Enabled,Outdated,Compliant,65,Non-Compliant
2676,2676,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2677,2677,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2678,2678,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2679,2679,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2680,2680,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2681,2681,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2682,2682,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2683,2683,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2684,2684,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2685,2685,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2686,2686,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2687,2687,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2688,2688,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2689,2689,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2690,2690,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2691,2691,Stopped,Stopped,Running,Enabled,Updated,Compliant,60,Non-Compliant
2692,2692,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2693,2693,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2694,2694,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2695,2695,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2696,2696,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2697,2697,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2698,2698,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning
2699,2699,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2700,2700,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2701,2701,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2702,2702,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2703,2703,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2704,2704,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2705,2705,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2706,2706,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2707,2707,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2708,2708,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2709,2709,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2710,2710,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2711,2711,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2712,2712,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2713,2713,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2714,2714,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2715,2715,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2716,2716,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2717,2717,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2718,2718,Stopped,Running,Stopped,Enabled,Updated,Compliant,60,Non-Compliant
2719,2719,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2720,2720,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2721,2721,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2722,2722,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2723,2723,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2724,2724,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2725,2725,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2726,2726,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2727,2727,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2728,2728,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2729,2729,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2730,2730,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2731,2731,Running,Running,Stopped,Enabled,Outdated,Compliant,65,Non-Compliant
2732,2732,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2733,2733,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2734,2734,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2735,2735,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2736,2736,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2737,2737,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2738,2738,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2739,2739,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2740,2740,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2741,2741,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2742,2742,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2743,2743,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2744,2744,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2745,2745,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2746,2746,Running,Running,Running,Disabled,Updated,Compliant,85,Warning
2747,2747,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2748,2748,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2749,2749,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2750,2750,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2751,2751,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2752,2752,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2753,2753,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2754,2754,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2755,2755,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2756,2756,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2757,2757,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2758,2758,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2759,2759,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2760,2760,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2761,2761,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2762,2762,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2763,2763,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2764,2764,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2765,2765,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2766,2766,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2767,2767,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2768,2768,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2769,2769,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2770,2770,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2771,2771,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2772,2772,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2773,2773,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2774,2774,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2775,2775,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2776,2776,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2777,2777,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2778,2778,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2779,2779,Running,Running,Running,Disabled,Updated,Compliant,85,Warning
2780,2780,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2781,2781,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2782,2782,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2783,2783,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2784,2784,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2785,2785,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2786,2786,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2787,2787,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2788,2788,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2789,2789,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2790,2790,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2791,2791,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2792,2792,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2793,2793,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2794,2794,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2795,2795,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2796,2796,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2797,2797,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2798,2798,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2799,2799,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2800,2800,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2801,2801,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2802,2802,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2803,2803,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2804,2804,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2805,2805,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2806,2806,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2807,2807,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2808,2808,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2809,2809,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2810,2810,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2811,2811,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2812,2812,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2813,2813,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2814,2814,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2815,2815,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2816,2816,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2817,2817,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2818,2818,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2819,2819,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2820,2820,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning
2821,2821,Running,Running,Running,Disabled,Updated,Compliant,85,Warning
2822,2822,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2823,2823,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2824,2824,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2825,2825,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2826,2826,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2827,2827,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2828,2828,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2829,2829,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2830,2830,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2831,2831,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2832,2832,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2833,2833,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2834,2834,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2835,2835,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2836,2836,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2837,2837,Stopped,Running,Stopped,Enabled,Updated,Compliant,60,Non-Compliant
2838,2838,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2839,2839,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2840,2840,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2841,2841,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2842,2842,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2843,2843,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2844,2844,Running,Running,Running,Disabled,Updated,Compliant,85,Warning
2845,2845,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2846,2846,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2847,2847,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2848,2848,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2849,2849,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2850,2850,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2851,2851,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2852,2852,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2853,2853,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2854,2854,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2855,2855,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2856,2856,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2857,2857,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2858,2858,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning
2859,2859,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2860,2860,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2861,2861,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2862,2862,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning
2863,2863,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2864,2864,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2865,2865,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2866,2866,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2867,2867,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2868,2868,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2869,2869,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2870,2870,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2871,2871,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2872,2872,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2873,2873,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2874,2874,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2875,2875,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2876,2876,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2877,2877,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2878,2878,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2879,2879,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2880,2880,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2881,2881,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2882,2882,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2883,2883,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2884,2884,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2885,2885,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2886,2886,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2887,2887,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2888,2888,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2889,2889,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2890,2890,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2891,2891,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2892,2892,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2893,2893,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2894,2894,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2895,2895,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2896,2896,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2897,2897,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2898,2898,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2899,2899,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2900,2900,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2901,2901,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2902,2902,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2903,2903,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2904,2904,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2905,2905,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2906,2906,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2907,2907,Stopped,Running,Running,Enabled,Updated,Non-Compliant,70,Warning
2908,2908,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2909,2909,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2910,2910,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2911,2911,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2912,2912,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2913,2913,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2914,2914,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning
2915,2915,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2916,2916,Stopped,Running,Running,Disabled,Updated,Compliant,65,Non-Compliant
2917,2917,Stopped,Running,Running,Enabled,Updated,Non-Compliant,70,Warning
2918,2918,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2919,2919,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2920,2920,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2921,2921,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2922,2922,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2923,2923,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2924,2924,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2925,2925,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2926,2926,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning
2927,2927,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2928,2928,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2929,2929,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2930,2930,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2931,2931,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2932,2932,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2933,2933,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2934,2934,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
2935,2935,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant
2936,2936,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant
