server_id,hostname,operating_system,environment,server_type,location,owner_team,created_date,compliance_id,splunk_status,qualys_status,crowdstrike_status,firewall_status,patch_status,password_policy,compliance_score,compliance_status,performance_id,cpu_usage,memory_usage,disk_usage,uptime_days,vulnerability_id,critical_count,high_count,medium_count,low_count,risk_level,last_scan_date,incident_id,incident_category,priority,status,assigned_team,resolution_hours,incident_date,total_vulnerabilities,vulnerability_risk_score,compliance_failure_count,performance_risk_count,incident_severity_score,resolution_delay_risk,server_risk_score
2200,DB311,Windows Server 2019,Testing,Database Server,Bangalore,Database Team,2026-07-25,2200,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2200,88,87,82,26,2200,2,7,17,23,High,2026-07-25,2200,Patch Failure,P4,Resolved,Database Team,51,2026-02-07,49,86,0,2,1,1,106
2201,WEB311,RHEL 8,Production,Web Server,Bangalore,Linux Team,2026-07-25,2201,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2201,50,61,57,199,2201,3,5,9,20,Critical,2026-07-25,2201,Firewall Disabled,P4,Closed,Linux Team,51,2025-12-04,37,65,0,0,1,1,75
2202,API323,Ubuntu 22.04,UAT,API Server,Hyderabad,Infrastructure Team,2026-07-25,2202,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2202,59,46,44,593,2202,0,1,4,14,Low,2026-07-25,2202,CrowdStrike Offline,P3,Closed,Infrastructure Team,12,2026-04-18,19,25,0,0,2,0,35
2203,AUTH318,Windows Server 2022,Development,Authentication Server,Bangalore,Security Team,2026-07-25,2203,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,2203,33,51,38,513,2203,0,3,8,7,Medium,2026-07-25,2203,Patch Failure,P3,Resolved,Security Team,8,2025-12-24,18,32,1,0,2,0,52
2204,AUTH319,Windows Server 2019,Development,Authentication Server,Pune,Security Team,2026-07-25,2204,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2204,47,61,48,267,2204,0,3,8,6,Medium,2026-07-25,2204,Disk Space Full,P4,Resolved,Security Team,64,2025-11-11,17,31,1,0,1,1,51
2205,API324,Windows Server 2022,Production,API Server,Chennai,Infrastructure Team,2026-07-25,2205,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2205,69,67,43,288,2205,2,5,10,7,High,2026-07-25,2205,Memory Utilization High,P4,Resolved,Infrastructure Team,56,2025-10-20,24,50,0,0,1,1,60
2206,MAIL329,Windows Server 2019,Production,Mail Server,Chennai,Messaging Team,2026-07-25,2206,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2206,30,57,30,335,2206,2,3,5,6,Low,2026-07-25,2206,Server Down,P4,Resolved,Messaging Team,54,2026-01-22,16,33,0,0,1,1,43
2207,WEB312,RHEL 8,Development,Web Server,Mumbai,Linux Team,2026-07-25,2207,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2207,29,55,43,72,2207,3,5,7,11,Critical,2026-07-25,2207,Splunk Agent Down,P3,Closed,Linux Team,5,2025-08-13,26,52,0,0,2,0,62
2208,APP297,Ubuntu 22.04,Production,Application Server,Hyderabad,Infrastructure Team,2026-07-25,2208,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning,2208,42,85,66,338,2208,1,2,3,10,Low,2026-07-25,2208,Qualys Agent Missing,P4,In Progress,Infrastructure Team,38,2025-08-13,16,26,1,1,1,1,51
2209,FILE317,RHEL 9,UAT,File Server,Hyderabad,Windows Team,2026-07-25,2209,Running,Running,Stopped,Enabled,Outdated,Compliant,65,Non-Compliant,2209,31,45,88,552,2209,0,0,8,8,Medium,2026-07-25,2209,Firewall Disabled,P3,Resolved,Windows Team,19,2026-03-05,16,24,2,1,2,0,59
2210,WEB313,Windows Server 2022,Development,Web Server,Mumbai,Linux Team,2026-07-25,2210,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2210,60,37,26,329,2210,2,5,7,19,High,2026-07-25,2210,Qualys Agent Missing,P4,Closed,Linux Team,62,2026-02-16,33,56,0,0,1,1,66
2211,WEB314,RHEL 8,UAT,Web Server,Pune,Linux Team,2026-07-25,2211,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2211,36,39,59,675,2211,0,6,8,7,High,2026-07-25,2211,Application Not Responding,P4,Resolved,Linux Team,66,2025-10-16,21,41,1,1,1,1,66
2212,APP298,RHEL 8,UAT,Application Server,Pune,Infrastructure Team,2026-07-25,2212,Running,Stopped,Running,Enabled,Outdated,Compliant,65,Non-Compliant,2212,76,54,51,248,2212,1,4,4,14,Low,2026-07-25,2212,Firewall Disabled,P4,Resolved,Infrastructure Team,55,2026-01-05,23,38,2,0,1,1,68
2213,MAIL330,Windows Server 2019,Production,Mail Server,Pune,Messaging Team,2026-07-25,2213,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,2213,44,52,63,721,2213,1,4,8,11,Medium,2026-07-25,2213,Application Not Responding,P4,Closed,Messaging Team,62,2025-11-21,24,43,1,1,1,1,68
2214,WEB315,RHEL 9,Production,Web Server,Hyderabad,Linux Team,2026-07-25,2214,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2214,24,48,35,272,2214,2,2,5,6,Low,2026-07-25,2214,Memory Utilization High,P4,Resolved,Linux Team,67,2025-11-16,15,30,0,0,1,1,40
2215,APP299,RHEL 9,UAT,Application Server,Mumbai,Infrastructure Team,2026-07-25,2215,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,2215,41,66,53,357,2215,1,4,8,6,Medium,2026-07-25,2215,Patch Failure,P1,Resolved,Infrastructure Team,2,2025-12-12,19,38,1,0,4,0,68
2216,AUTH320,Windows Server 2022,Production,Authentication Server,Bangalore,Security Team,2026-07-25,2216,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2216,46,43,44,169,2216,0,3,4,5,Low,2026-07-25,2216,Memory Utilization High,P2,Resolved,Security Team,2,2025-12-15,12,22,0,0,3,0,37
2217,DB312,Windows Server 2019,Development,Database Server,Chennai,Database Team,2026-07-25,2217,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning,2217,87,82,94,261,2217,3,8,14,18,Critical,2026-07-25,2217,CrowdStrike Offline,P3,Resolved,Database Team,14,2025-10-21,43,82,1,3,2,0,117
2218,API325,Windows Server 2019,Testing,API Server,Pune,Infrastructure Team,2026-07-25,2218,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2218,67,47,48,135,2218,2,2,10,6,Medium,2026-07-25,2218,Disk Space Full,P4,Closed,Infrastructure Team,52,2025-09-24,20,40,0,0,1,1,50
2219,WEB316,RHEL 8,Development,Web Server,Pune,Linux Team,2026-07-25,2219,Running,Running,Running,Disabled,Outdated,Compliant,70,Warning,2219,20,69,55,544,2219,2,3,10,10,Medium,2026-07-25,2219,Qualys Agent Missing,P3,Closed,Linux Team,12,2026-04-27,25,47,2,0,2,0,77
2220,API326,Windows Server 2019,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25,2220,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2220,78,64,31,53,2220,1,3,8,10,Medium,2026-07-25,2220,Memory Utilization High,P4,Resolved,Infrastructure Team,36,2026-01-23,22,39,0,0,1,1,49
2221,APP300,RHEL 8,Testing,Application Server,Hyderabad,Infrastructure Team,2026-07-25,2221,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2221,66,51,70,413,2221,1,1,8,6,Medium,2026-07-25,2221,Splunk Agent Down,P3,Closed,Infrastructure Team,8,2025-12-09,16,29,0,0,2,0,39
2222,WEB317,Ubuntu 22.04,Development,Web Server,Hyderabad,Linux Team,2026-07-25,2222,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2222,33,54,40,527,2222,1,5,4,11,High,2026-07-25,2222,Qualys Agent Missing,P4,Resolved,Linux Team,14,2025-10-10,21,38,0,0,1,0,43
2223,FILE318,Ubuntu 22.04,Testing,File Server,Mumbai,Windows Team,2026-07-25,2223,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2223,26,25,88,626,2223,0,2,2,7,Low,2026-07-25,2223,Firewall Disabled,P4,In Progress,Windows Team,53,2025-09-12,11,17,0,2,1,1,37
2224,MAIL331,RHEL 9,Development,Mail Server,Hyderabad,Messaging Team,2026-07-25,2224,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2224,54,44,33,378,2224,2,1,5,7,Low,2026-07-25,2224,Qualys Agent Missing,P4,Closed,Messaging Team,37,2026-03-22,15,28,0,0,1,1,38
2225,MAIL332,Ubuntu 22.04,Testing,Mail Server,Pune,Messaging Team,2026-07-25,2225,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2225,25,69,46,422,2225,1,2,4,13,Low,2026-07-25,2225,CPU Utilization High,P4,Open,Messaging Team,33,2026-04-29,20,31,0,0,1,1,41
2226,WEB318,Ubuntu 22.04,Testing,Web Server,Hyderabad,Linux Team,2026-07-25,2226,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2226,30,30,29,190,2226,2,2,13,20,Medium,2026-07-25,2226,Disk Space Full,P4,Resolved,Linux Team,33,2026-06-12,37,60,0,0,1,1,70
2227,MAIL333,RHEL 9,Production,Mail Server,Chennai,Messaging Team,2026-07-25,2227,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2227,32,44,39,205,2227,0,3,8,6,Medium,2026-07-25,2227,Disk Space Full,P3,Closed,Messaging Team,14,2026-06-21,17,31,0,0,2,0,41
2228,AUTH321,RHEL 9,Development,Authentication Server,Chennai,Security Team,2026-07-25,2228,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2228,41,50,45,545,2228,0,3,4,12,Low,2026-07-25,2228,Disk Space Full,P4,Closed,Security Team,29,2026-05-23,19,29,0,0,1,1,39
2229,FILE319,RHEL 8,Production,File Server,Hyderabad,Windows Team,2026-07-25,2229,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2229,14,21,73,575,2229,0,2,7,12,Low,2026-07-25,2229,Splunk Agent Down,P1,Closed,Windows Team,3,2026-06-11,21,32,0,0,4,0,52
2230,DB313,Windows Server 2019,UAT,Database Server,Hyderabad,Database Team,2026-07-25,2230,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning,2230,88,71,80,48,2230,2,10,13,27,High,2026-07-25,2230,Memory Utilization High,P3,Closed,Database Team,23,2026-02-02,52,91,1,1,2,0,116
2231,WEB319,Windows Server 2019,Production,Web Server,Mumbai,Linux Team,2026-07-25,2231,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2231,23,57,22,492,2231,0,4,7,13,Low,2026-07-25,2231,Disk Space Full,P4,Resolved,Linux Team,24,2025-09-22,24,39,0,0,1,0,44
2232,DB314,RHEL 8,UAT,Database Server,Bangalore,Database Team,2026-07-25,2232,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2232,74,87,93,649,2232,4,3,5,25,Critical,2026-07-25,2232,Application Not Responding,P2,Open,Database Team,8,2026-01-16,37,60,0,3,3,0,90
2233,AUTH322,Windows Server 2019,Testing,Authentication Server,Pune,Security Team,2026-07-25,2233,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2233,32,46,51,489,2233,1,2,3,10,Low,2026-07-25,2233,Memory Utilization High,P3,Resolved,Security Team,13,2026-06-13,16,26,0,0,2,0,36
2234,AUTH323,Windows Server 2019,Development,Authentication Server,Hyderabad,Security Team,2026-07-25,2234,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2234,57,62,32,196,2234,1,4,7,8,Low,2026-07-25,2234,Disk Space Full,P4,In Progress,Security Team,36,2026-06-24,20,38,1,0,1,1,58
2235,MAIL334,Windows Server 2019,Development,Mail Server,Chennai,Messaging Team,2026-07-25,2235,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2235,40,63,61,416,2235,0,4,4,9,Low,2026-07-25,2235,Qualys Agent Missing,P3,Resolved,Messaging Team,15,2025-08-05,17,29,0,0,2,0,39
2236,MAIL335,RHEL 9,Testing,Mail Server,Chennai,Messaging Team,2026-07-25,2236,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2236,32,50,50,122,2236,1,2,7,14,Low,2026-07-25,2236,Server Down,P4,Closed,Messaging Team,45,2026-05-06,24,38,0,0,1,1,48
2237,APP301,RHEL 9,UAT,Application Server,Hyderabad,Infrastructure Team,2026-07-25,2237,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2237,47,59,63,4,2237,0,4,6,16,Low,2026-07-25,2237,Splunk Agent Down,P3,Open,Infrastructure Team,12,2026-02-14,26,40,0,0,2,0,50
2238,API327,RHEL 8,Testing,API Server,Hyderabad,Infrastructure Team,2026-07-25,2238,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2238,58,55,37,698,2238,0,4,4,11,Low,2026-07-25,2238,CrowdStrike Offline,P4,Resolved,Infrastructure Team,61,2026-05-01,19,31,1,1,1,1,56
2239,DB315,Ubuntu 22.04,Production,Database Server,Hyderabad,Database Team,2026-07-25,2239,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,2239,72,94,76,159,2239,3,3,5,13,Critical,2026-07-25,2239,Splunk Agent Down,P4,Resolved,Database Team,61,2026-04-07,24,44,1,1,1,1,69
2240,API328,Windows Server 2022,Testing,API Server,Hyderabad,Infrastructure Team,2026-07-25,2240,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,2240,78,64,59,245,2240,0,4,4,14,Low,2026-07-25,2240,CrowdStrike Offline,P4,Resolved,Infrastructure Team,54,2025-11-10,22,34,1,0,1,1,54
2241,WEB320,Windows Server 2022,Testing,Web Server,Chennai,Linux Team,2026-07-25,2241,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2241,57,64,30,305,2241,0,3,10,15,Medium,2026-07-25,2241,Application Not Responding,P2,Closed,Linux Team,5,2025-11-27,28,44,1,0,3,0,69
2242,FILE320,Windows Server 2019,UAT,File Server,Pune,Windows Team,2026-07-25,2242,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,2242,26,33,84,319,2242,0,1,3,12,Low,2026-07-25,2242,CrowdStrike Offline,P3,Closed,Windows Team,18,2025-09-13,16,21,1,0,2,0,41
2243,WEB321,Ubuntu 22.04,Development,Web Server,Mumbai,Linux Team,2026-07-25,2243,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2243,31,45,27,17,2243,1,3,12,19,Medium,2026-07-25,2243,CPU Utilization High,P4,Closed,Linux Team,30,2026-02-22,35,56,0,0,1,1,66
2244,DB316,Windows Server 2022,UAT,Database Server,Pune,Database Team,2026-07-25,2244,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2244,69,73,91,593,2244,2,2,8,26,Medium,2026-07-25,2244,Application Not Responding,P3,Closed,Database Team,15,2025-11-24,38,56,0,1,2,0,71
2245,FILE321,Windows Server 2022,Production,File Server,Chennai,Windows Team,2026-07-25,2245,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2245,26,43,70,410,2245,1,0,5,14,Low,2026-07-25,2245,Server Down,P4,Resolved,Windows Team,34,2026-05-15,20,28,0,0,1,1,38
2246,APP302,RHEL 9,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25,2246,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2246,59,58,62,595,2246,2,1,5,13,Low,2026-07-25,2246,Patch Failure,P3,Resolved,Infrastructure Team,8,2026-07-03,21,34,0,0,2,0,44
2247,WEB322,Ubuntu 22.04,Development,Web Server,Mumbai,Linux Team,2026-07-25,2247,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2247,55,61,41,646,2247,2,4,15,5,Medium,2026-07-25,2247,Application Not Responding,P3,Closed,Linux Team,13,2025-07-27,26,55,0,1,2,0,70
2248,AUTH324,RHEL 9,Testing,Authentication Server,Mumbai,Security Team,2026-07-25,2248,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2248,45,56,29,319,2248,2,2,4,10,Low,2026-07-25,2248,Patch Failure,P2,Closed,Security Team,7,2026-03-28,18,32,0,0,3,0,47
2249,API329,Windows Server 2019,UAT,API Server,Pune,Infrastructure Team,2026-07-25,2249,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2249,74,62,56,84,2249,2,1,8,13,Medium,2026-07-25,2249,CPU Utilization High,P3,Resolved,Infrastructure Team,15,2026-03-04,24,40,0,0,2,0,50
2250,DB317,RHEL 8,Development,Database Server,Hyderabad,Database Team,2026-07-25,2250,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2250,80,94,86,14,2250,5,5,15,21,Critical,2026-07-25,2250,CrowdStrike Offline,P2,Resolved,Database Team,4,2025-09-07,46,86,0,2,3,0,111
2251,FILE322,Ubuntu 22.04,Testing,File Server,Mumbai,Windows Team,2026-07-25,2251,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2251,32,50,87,255,2251,0,2,6,12,Low,2026-07-25,2251,CPU Utilization High,P3,Open,Windows Team,10,2025-09-26,20,30,0,1,2,0,45
2252,APP303,Windows Server 2019,Production,Application Server,Chennai,Infrastructure Team,2026-07-25,2252,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,2252,40,85,52,396,2252,1,3,4,13,Low,2026-07-25,2252,Qualys Agent Missing,P2,In Progress,Infrastructure Team,5,2026-05-24,21,34,1,1,3,0,64
2253,API330,RHEL 9,UAT,API Server,Bangalore,Infrastructure Team,2026-07-25,2253,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2253,70,70,46,534,2253,1,2,8,13,Medium,2026-07-25,2253,CPU Utilization High,P4,Closed,Infrastructure Team,17,2025-11-22,24,39,0,0,1,0,44
2254,FILE323,RHEL 8,Development,File Server,Hyderabad,Windows Team,2026-07-25,2254,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2254,32,38,94,576,2254,0,2,2,5,Low,2026-07-25,2254,Firewall Disabled,P3,Closed,Windows Team,18,2025-08-27,9,15,1,1,2,0,40
2255,DB318,Windows Server 2019,Development,Database Server,Bangalore,Database Team,2026-07-25,2255,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,2255,65,91,69,559,2255,2,8,20,11,High,2026-07-25,2255,Patch Failure,P3,Resolved,Database Team,18,2026-03-06,41,83,1,1,2,0,108
2256,MAIL336,RHEL 9,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25,2256,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2256,28,46,56,175,2256,0,3,6,6,Low,2026-07-25,2256,Qualys Agent Missing,P2,Resolved,Messaging Team,5,2026-03-26,15,27,0,0,3,0,42
2257,FILE324,Windows Server 2019,Testing,File Server,Bangalore,Windows Team,2026-07-25,2257,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning,2257,30,31,72,244,2257,1,2,6,7,Low,2026-07-25,2257,CPU Utilization High,P4,Resolved,Windows Team,24,2025-11-06,16,29,1,0,1,0,44
2258,WEB323,RHEL 9,Testing,Web Server,Hyderabad,Linux Team,2026-07-25,2258,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,2258,53,64,34,378,2258,3,2,11,18,Critical,2026-07-25,2258,Disk Space Full,P3,In Progress,Linux Team,14,2026-03-18,34,58,1,0,2,0,78
2259,MAIL337,RHEL 9,Testing,Mail Server,Chennai,Messaging Team,2026-07-25,2259,Running,Running,Running,Enabled,Outdated,Non-Compliant,75,Warning,2259,44,52,40,108,2259,0,3,8,14,Medium,2026-07-25,2259,Patch Failure,P4,Open,Messaging Team,40,2025-10-20,25,39,2,0,1,1,69
2260,DB319,RHEL 8,Production,Database Server,Bangalore,Database Team,2026-07-25,2260,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2260,69,73,88,208,2260,0,3,6,27,Low,2026-07-25,2260,Qualys Agent Missing,P4,In Progress,Database Team,59,2026-03-02,36,48,0,1,1,1,63
2261,FILE325,Ubuntu 22.04,Development,File Server,Chennai,Windows Team,2026-07-25,2261,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,2261,31,47,87,576,2261,0,2,6,13,Low,2026-07-25,2261,Application Not Responding,P4,Closed,Windows Team,47,2026-02-24,21,31,1,1,1,1,56
2262,AUTH325,RHEL 9,Testing,Authentication Server,Mumbai,Security Team,2026-07-25,2262,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning,2262,33,63,46,81,2262,1,1,8,11,Medium,2026-07-25,2262,CrowdStrike Offline,P2,Resolved,Security Team,6,2025-08-04,21,34,1,0,3,0,59
2263,DB320,RHEL 9,Development,Database Server,Pune,Database Team,2026-07-25,2263,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2263,81,80,77,224,2263,1,10,20,13,High,2026-07-25,2263,Patch Failure,P2,Closed,Database Team,7,2025-08-05,44,87,0,1,3,0,107
2264,AUTH326,RHEL 8,Production,Authentication Server,Chennai,Security Team,2026-07-25,2264,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2264,44,49,53,580,2264,1,2,7,11,Low,2026-07-25,2264,CPU Utilization High,P3,Closed,Security Team,10,2026-07-05,21,35,1,0,2,0,55
2265,DB321,Windows Server 2022,Development,Database Server,Hyderabad,Database Team,2026-07-25,2265,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2265,82,77,78,322,2265,3,10,15,28,Critical,2026-07-25,2265,CPU Utilization High,P4,Resolved,Database Team,52,2025-09-26,56,100,0,1,1,1,115
2266,APP304,RHEL 8,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25,2266,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2266,68,76,64,649,2266,0,1,10,10,Medium,2026-07-25,2266,Application Not Responding,P2,Open,Infrastructure Team,7,2026-01-31,21,33,0,1,3,0,53
2267,API331,Windows Server 2019,Production,API Server,Bangalore,Infrastructure Team,2026-07-25,2267,Stopped,Running,Running,Enabled,Updated,Non-Compliant,70,Warning,2267,73,72,54,573,2267,0,5,7,14,High,2026-07-25,2267,Qualys Agent Missing,P3,In Progress,Infrastructure Team,14,2025-07-27,26,43,2,0,2,0,73
2268,API332,Ubuntu 22.04,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25,2268,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2268,47,43,59,280,2268,0,2,10,11,Medium,2026-07-25,2268,Memory Utilization High,P4,Closed,Infrastructure Team,41,2025-09-01,23,37,0,0,1,1,47
2269,MAIL338,RHEL 8,Production,Mail Server,Pune,Messaging Team,2026-07-25,2269,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2269,26,56,33,351,2269,2,3,8,8,Medium,2026-07-25,2269,Application Not Responding,P4,Resolved,Messaging Team,34,2026-04-29,21,41,0,0,1,1,51
2270,AUTH327,Ubuntu 22.04,UAT,Authentication Server,Hyderabad,Security Team,2026-07-25,2270,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,2270,45,63,50,668,2270,0,3,2,8,Low,2026-07-25,2270,Qualys Agent Missing,P3,In Progress,Security Team,8,2025-09-03,13,21,1,1,2,0,46
2271,WEB324,Ubuntu 22.04,Testing,Web Server,Mumbai,Linux Team,2026-07-25,2271,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2271,50,51,29,715,2271,1,6,8,5,High,2026-07-25,2271,Firewall Disabled,P4,Resolved,Linux Team,48,2026-04-18,20,43,0,1,1,1,58
2272,API333,RHEL 9,Production,API Server,Hyderabad,Infrastructure Team,2026-07-25,2272,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,2272,62,58,47,671,2272,1,2,8,14,Medium,2026-07-25,2272,Patch Failure,P4,Resolved,Infrastructure Team,11,2026-02-14,25,40,1,1,1,0,60
2273,FILE326,RHEL 9,Production,File Server,Mumbai,Windows Team,2026-07-25,2273,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2273,21,21,80,612,2273,1,0,7,15,Low,2026-07-25,2273,Qualys Agent Missing,P4,Closed,Windows Team,25,2026-05-10,23,33,0,1,1,1,48
2274,MAIL339,Windows Server 2019,Development,Mail Server,Bangalore,Messaging Team,2026-07-25,2274,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2274,37,60,63,414,2274,1,2,6,13,Low,2026-07-25,2274,Qualys Agent Missing,P4,Closed,Messaging Team,34,2026-02-10,22,35,0,0,1,1,45
2275,DB322,Windows Server 2022,Testing,Database Server,Pune,Database Team,2026-07-25,2275,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2275,64,78,83,427,2275,2,3,20,25,Medium,2026-07-25,2275,Patch Failure,P3,Resolved,Database Team,7,2026-02-23,50,82,0,0,2,0,92
2276,APP305,Windows Server 2022,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25,2276,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,2276,63,60,47,105,2276,2,2,5,13,Low,2026-07-25,2276,CPU Utilization High,P4,Open,Infrastructure Team,9,2025-09-23,22,37,1,0,1,0,52
2277,AUTH328,Windows Server 2019,Testing,Authentication Server,Pune,Security Team,2026-07-25,2277,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2277,43,58,43,669,2277,0,4,8,6,Medium,2026-07-25,2277,Qualys Agent Missing,P4,Closed,Security Team,12,2026-03-05,18,34,0,1,1,0,44
2278,DB323,RHEL 9,Testing,Database Server,Hyderabad,Database Team,2026-07-25,2278,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2278,78,71,92,106,2278,3,10,5,24,Critical,2026-07-25,2278,Qualys Agent Missing,P3,Resolved,Database Team,17,2025-10-01,42,76,0,1,2,0,91
2279,AUTH329,Ubuntu 22.04,Testing,Authentication Server,Chennai,Security Team,2026-07-25,2279,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2279,32,44,50,177,2279,1,3,4,12,Low,2026-07-25,2279,Splunk Agent Down,P3,Closed,Security Team,14,2025-12-05,20,33,0,0,2,0,43
2280,DB324,Windows Server 2019,UAT,Database Server,Pune,Database Team,2026-07-25,2280,Running,Stopped,Running,Enabled,Updated,Non-Compliant,70,Warning,2280,84,81,86,1,2280,4,8,18,23,Critical,2026-07-25,2280,Patch Failure,P3,Closed,Database Team,23,2026-06-20,53,99,2,3,2,0,144
2281,APP306,Ubuntu 22.04,UAT,Application Server,Pune,Infrastructure Team,2026-07-25,2281,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2281,69,65,66,262,2281,1,3,11,6,Medium,2026-07-25,2281,Splunk Agent Down,P3,Closed,Infrastructure Team,19,2026-07-08,21,41,0,0,2,0,51
2282,AUTH330,Ubuntu 22.04,UAT,Authentication Server,Bangalore,Security Team,2026-07-25,2282,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2282,59,40,53,24,2282,2,4,8,12,Medium,2026-07-25,2282,Application Not Responding,P4,In Progress,Security Team,30,2026-01-27,26,48,0,0,1,1,58
2283,FILE327,Ubuntu 22.04,Production,File Server,Pune,Windows Team,2026-07-25,2283,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,2283,24,23,85,660,2283,0,3,8,12,Medium,2026-07-25,2283,Disk Space Full,P4,Resolved,Windows Team,30,2026-05-05,23,37,1,1,1,1,62
2284,MAIL340,Windows Server 2019,Production,Mail Server,Bangalore,Messaging Team,2026-07-25,2284,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,2284,39,70,41,146,2284,2,2,3,8,Low,2026-07-25,2284,Disk Space Full,P3,Resolved,Messaging Team,12,2026-04-09,15,28,1,0,2,0,48
2285,DB325,Windows Server 2022,Production,Database Server,Chennai,Database Team,2026-07-25,2285,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2285,79,85,80,122,2285,4,6,7,14,Critical,2026-07-25,2285,Memory Utilization High,P3,Resolved,Database Team,23,2025-08-23,31,62,0,1,2,0,77
