vulnerability_id,server_id,critical_count,high_count,medium_count,low_count,risk_level,last_scan_date
1233,1233,1,1,5,8,Low,2026-07-25
1234,1234,1,3,2,10,Low,2026-07-25
1235,1235,2,2,5,6,Low,2026-07-25
1236,1236,0,4,11,17,Medium,2026-07-25
1237,1237,2,2,6,10,Low,2026-07-25
1238,1238,4,2,7,20,Critical,2026-07-25
1239,1239,1,3,6,9,Low,2026-07-25
1240,1240,0,1,2,5,Low,2026-07-25
1241,1241,0,3,5,15,Low,2026-07-25
1242,1242,1,2,3,12,Low,2026-07-25
1243,1243,5,7,20,25,Critical,2026-07-25
1244,1244,2,7,15,21,High,2026-07-25
1245,1245,0,5,4,15,High,2026-07-25
1246,1246,2,4,7,6,Low,2026-07-25
1247,1247,2,4,10,14,Medium,2026-07-25
1248,1248,2,2,3,7,Low,2026-07-25
1249,1249,1,7,5,10,High,2026-07-25
1250,1250,2,5,4,12,High,2026-07-25
1251,1251,4,5,19,30,Critical,2026-07-25
1252,1252,0,1,6,15,Low,2026-07-25
1253,1253,0,3,6,6,Low,2026-07-25
1254,1254,3,9,10,23,Critical,2026-07-25
1255,1255,1,4,8,14,Medium,2026-07-25
1256,1256,1,2,6,5,Low,2026-07-25
1257,1257,1,1,5,11,Low,2026-07-25
1258,1258,2,3,7,9,Low,2026-07-25
1259,1259,1,5,5,7,High,2026-07-25
1260,1260,0,5,12,6,High,2026-07-25
1261,1261,2,4,14,13,Medium,2026-07-25
1262,1262,0,4,14,5,Medium,2026-07-25
1263,1263,2,4,3,6,Low,2026-07-25
1264,1264,1,3,3,9,Low,2026-07-25
1265,1265,0,3,9,13,Medium,2026-07-25
1266,1266,1,4,7,9,Low,2026-07-25
1267,1267,1,4,6,7,Low,2026-07-25
1268,1268,2,2,6,13,Low,2026-07-25
1269,1269,2,1,7,13,Low,2026-07-25
1270,1270,2,2,3,4,Low,2026-07-25
1271,1271,2,5,4,9,High,2026-07-25
1272,1272,1,1,5,13,Low,2026-07-25
1273,1273,1,3,8,12,Medium,2026-07-25
1274,1274,2,1,8,8,Medium,2026-07-25
1275,1275,3,4,8,19,Critical,2026-07-25
1276,1276,0,4,5,7,Low,2026-07-25
1277,1277,0,2,6,13,Low,2026-07-25
1278,1278,2,2,7,11,Low,2026-07-25
1279,1279,2,1,2,15,Low,2026-07-25
1280,1280,0,1,7,9,Low,2026-07-25
1281,1281,1,5,4,15,High,2026-07-25
1282,1282,1,1,3,9,Low,2026-07-25
1283,1283,1,4,8,14,Medium,2026-07-25
1284,1284,1,3,5,12,Low,2026-07-25
1285,1285,3,1,12,10,Critical,2026-07-25
1286,1286,2,4,5,7,Low,2026-07-25
1287,1287,2,4,4,6,Low,2026-07-25
1288,1288,4,9,15,28,Critical,2026-07-25
1289,1289,1,2,8,6,Medium,2026-07-25
1290,1290,2,2,5,7,Low,2026-07-25
1291,1291,0,2,2,5,Low,2026-07-25
1292,1292,2,1,3,9,Low,2026-07-25
1293,1293,3,1,8,13,Critical,2026-07-25
1294,1294,0,2,9,13,Medium,2026-07-25
1295,1295,1,4,12,30,Medium,2026-07-25
1296,1296,1,1,3,5,Low,2026-07-25
1297,1297,0,2,12,9,Medium,2026-07-25
1298,1298,2,3,10,15,Medium,2026-07-25
1299,1299,0,3,2,9,Low,2026-07-25
1300,1300,2,4,6,10,Low,2026-07-25
1301,1301,2,1,5,6,Low,2026-07-25
1302,1302,0,2,13,10,Medium,2026-07-25
1303,1303,1,1,3,15,Low,2026-07-25
1304,1304,1,3,5,11,Low,2026-07-25
1305,1305,1,3,12,10,Medium,2026-07-25
1306,1306,1,1,4,17,Low,2026-07-25
1307,1307,2,3,8,7,Medium,2026-07-25
1308,1308,0,3,10,15,Medium,2026-07-25
1309,1309,3,9,10,20,Critical,2026-07-25
1310,1310,2,4,5,14,Low,2026-07-25
1311,1311,0,5,8,13,High,2026-07-25
1312,1312,0,1,2,11,Low,2026-07-25
1313,1313,4,7,11,15,Critical,2026-07-25
1314,1314,2,3,7,11,Low,2026-07-25
1315,1315,0,5,7,13,High,2026-07-25
1316,1316,2,5,9,11,High,2026-07-25
1317,1317,1,3,8,9,Medium,2026-07-25
1318,1318,2,2,8,10,Medium,2026-07-25
1319,1319,1,2,8,6,Medium,2026-07-25
1320,1320,0,2,6,5,Low,2026-07-25
1321,1321,4,4,15,21,Critical,2026-07-25
1322,1322,1,2,9,14,Medium,2026-07-25
1323,1323,3,4,9,6,Critical,2026-07-25
1324,1324,0,3,6,10,Low,2026-07-25
1325,1325,0,3,6,15,Low,2026-07-25
1326,1326,4,8,17,26,Critical,2026-07-25
1327,1327,0,1,4,10,Low,2026-07-25
1328,1328,1,2,6,11,Low,2026-07-25
1329,1329,0,8,20,27,High,2026-07-25
1330,1330,0,1,7,8,Low,2026-07-25
1331,1331,1,3,4,10,Low,2026-07-25
1332,1332,0,2,8,11,Medium,2026-07-25
1333,1333,1,4,5,10,Low,2026-07-25
1334,1334,1,3,8,15,Medium,2026-07-25
1335,1335,2,3,6,8,Low,2026-07-25
1336,1336,1,4,9,12,Medium,2026-07-25
1337,1337,0,3,6,5,Low,2026-07-25
1338,1338,0,1,5,6,Low,2026-07-25
1339,1339,2,4,8,15,Medium,2026-07-25
1340,1340,0,1,7,10,Low,2026-07-25
1341,1341,1,4,9,12,Medium,2026-07-25
1342,1342,0,1,4,4,Low,2026-07-25
1343,1343,1,2,4,8,Low,2026-07-25
1344,1344,3,6,15,28,Critical,2026-07-25
1345,1345,0,3,6,9,Low,2026-07-25
1346,1346,1,2,7,8,Low,2026-07-25
1347,1347,1,3,7,9,Low,2026-07-25
1348,1348,1,1,2,10,Low,2026-07-25
1349,1349,1,2,4,8,Low,2026-07-25
1350,1350,0,3,10,8,Medium,2026-07-25
1351,1351,1,5,6,13,High,2026-07-25
1352,1352,2,1,7,5,Low,2026-07-25
1353,1353,0,2,5,15,Low,2026-07-25
1354,1354,0,10,8,10,High,2026-07-25
1355,1355,2,1,8,9,Medium,2026-07-25
1356,1356,2,2,2,4,Low,2026-07-25
1357,1357,2,3,6,14,Low,2026-07-25
1358,1358,0,2,8,8,Medium,2026-07-25
1359,1359,0,1,2,12,Low,2026-07-25
1360,1360,2,4,13,26,Medium,2026-07-25
1361,1361,3,3,9,9,Critical,2026-07-25
1362,1362,2,1,11,9,Medium,2026-07-25
1363,1363,0,2,3,8,Low,2026-07-25
1364,1364,0,4,10,18,Medium,2026-07-25
1365,1365,1,2,14,11,Medium,2026-07-25
1366,1366,1,3,4,13,Low,2026-07-25
1367,1367,0,3,4,12,Low,2026-07-25
1368,1368,2,4,5,5,Low,2026-07-25
1369,1369,0,4,6,7,Low,2026-07-25
1370,1370,1,1,8,7,Medium,2026-07-25
1371,1371,2,5,10,17,High,2026-07-25
1372,1372,0,5,8,10,High,2026-07-25
1373,1373,1,3,6,10,Low,2026-07-25
1374,1374,1,4,6,4,Low,2026-07-25
1375,1375,2,1,10,11,Medium,2026-07-25
1376,1376,1,4,9,6,Medium,2026-07-25
1377,1377,1,4,6,14,Low,2026-07-25
1378,1378,1,3,7,4,Low,2026-07-25
1379,1379,0,3,3,10,Low,2026-07-25
1380,1380,4,9,9,20,Critical,2026-07-25
1381,1381,0,2,2,14,Low,2026-07-25
1382,1382,2,4,7,10,Low,2026-07-25
1383,1383,4,10,6,12,Critical,2026-07-25
1384,1384,2,2,7,13,Low,2026-07-25
1385,1385,2,2,5,5,Low,2026-07-25
1386,1386,1,0,2,5,Low,2026-07-25
1387,1387,1,2,4,15,Low,2026-07-25
1388,1388,1,8,11,15,High,2026-07-25
1389,1389,1,3,8,8,Medium,2026-07-25
1390,1390,1,1,10,11,Medium,2026-07-25
1391,1391,1,6,4,15,High,2026-07-25
1392,1392,0,4,11,8,Medium,2026-07-25
1393,1393,3,3,14,8,Critical,2026-07-25
1394,1394,1,3,9,11,Medium,2026-07-25
1395,1395,0,1,4,8,Low,2026-07-25
1396,1396,0,1,10,15,Medium,2026-07-25
1397,1397,1,2,3,4,Low,2026-07-25
1398,1398,0,4,12,6,Medium,2026-07-25
1399,1399,5,9,11,15,Critical,2026-07-25
1400,1400,1,1,2,5,Low,2026-07-25
1401,1401,2,4,5,6,Low,2026-07-25
1402,1402,0,2,5,15,Low,2026-07-25
1403,1403,0,6,4,18,High,2026-07-25
1404,1404,1,1,2,5,Low,2026-07-25
1405,1405,2,4,5,15,Low,2026-07-25
1406,1406,2,3,11,7,Medium,2026-07-25
1407,1407,2,1,6,9,Low,2026-07-25
1408,1408,2,1,9,6,Medium,2026-07-25
1409,1409,2,1,10,9,Medium,2026-07-25
1410,1410,0,1,8,7,Medium,2026-07-25
1411,1411,0,0,3,6,Low,2026-07-25
1412,1412,0,4,5,15,Low,2026-07-25
1413,1413,2,2,15,22,Medium,2026-07-25
1414,1414,0,3,8,11,Medium,2026-07-25
1415,1415,1,5,10,30,High,2026-07-25
1416,1416,0,1,3,8,Low,2026-07-25
1417,1417,2,4,8,13,Medium,2026-07-25
1418,1418,2,2,5,5,Low,2026-07-25
1419,1419,2,1,8,20,Medium,2026-07-25
1420,1420,1,3,9,10,Medium,2026-07-25
1421,1421,0,1,9,8,Medium,2026-07-25
1422,1422,1,4,4,5,Low,2026-07-25
1423,1423,3,4,10,6,Critical,2026-07-25
1424,1424,2,2,5,8,Low,2026-07-25
1425,1425,5,7,15,12,Critical,2026-07-25
1426,1426,0,1,7,8,Low,2026-07-25
1427,1427,3,9,15,25,Critical,2026-07-25
1428,1428,3,8,11,17,Critical,2026-07-25
1429,1429,1,2,4,8,Low,2026-07-25
1430,1430,2,2,6,4,Low,2026-07-25
1431,1431,5,7,6,13,Critical,2026-07-25
1432,1432,2,1,12,13,Medium,2026-07-25
1433,1433,2,4,5,11,Low,2026-07-25
1434,1434,2,1,6,15,Low,2026-07-25
1435,1435,1,3,7,12,Low,2026-07-25
1436,1436,2,4,12,18,Medium,2026-07-25
1437,1437,0,4,12,12,Medium,2026-07-25
1438,1438,0,1,4,13,Low,2026-07-25
1439,1439,0,3,10,8,Medium,2026-07-25
1440,1440,1,3,4,15,Low,2026-07-25
1441,1441,0,4,8,7,Medium,2026-07-25
1442,1442,1,2,13,12,Medium,2026-07-25
1443,1443,3,1,6,8,Critical,2026-07-25
1444,1444,1,2,7,12,Low,2026-07-25
1445,1445,0,2,7,11,Low,2026-07-25
1446,1446,0,5,5,14,High,2026-07-25
1447,1447,1,7,9,17,High,2026-07-25
1448,1448,0,3,9,10,Medium,2026-07-25
1449,1449,0,1,6,8,Low,2026-07-25
1450,1450,1,1,9,5,Medium,2026-07-25
1451,1451,5,3,16,27,Critical,2026-07-25
1452,1452,2,2,8,9,Medium,2026-07-25
1453,1453,0,2,14,10,Medium,2026-07-25
1454,1454,3,4,5,18,Critical,2026-07-25
1455,1455,1,5,4,6,High,2026-07-25
1456,1456,2,1,10,10,Medium,2026-07-25
1457,1457,2,3,7,17,Low,2026-07-25
1458,1458,2,6,12,15,High,2026-07-25
1459,1459,2,4,3,9,Low,2026-07-25
1460,1460,3,2,15,11,Critical,2026-07-25
1461,1461,0,2,7,8,Low,2026-07-25
1462,1462,2,10,8,13,High,2026-07-25
1463,1463,0,1,12,20,Medium,2026-07-25
1464,1464,0,1,3,10,Low,2026-07-25
1465,1465,0,5,3,6,High,2026-07-25
1466,1466,1,7,11,15,High,2026-07-25
1467,1467,0,3,5,11,Low,2026-07-25
1468,1468,1,9,11,14,High,2026-07-25
1469,1469,2,2,4,14,Low,2026-07-25
1470,1470,3,3,11,20,Critical,2026-07-25
1471,1471,2,5,8,13,High,2026-07-25
1472,1472,0,2,6,10,Low,2026-07-25
1473,1473,0,2,4,8,Low,2026-07-25
1474,1474,1,4,5,7,Low,2026-07-25
1475,1475,2,1,3,7,Low,2026-07-25
1476,1476,5,2,6,19,Critical,2026-07-25
1477,1477,0,2,7,6,Low,2026-07-25
1478,1478,0,1,7,12,Low,2026-07-25
1479,1479,3,2,16,12,Critical,2026-07-25
1480,1480,2,6,13,26,High,2026-07-25
1481,1481,2,2,8,5,Medium,2026-07-25
1482,1482,1,3,8,10,Medium,2026-07-25
1483,1483,0,4,11,28,Medium,2026-07-25
1484,1484,1,0,5,9,Low,2026-07-25
1485,1485,3,3,12,16,Critical,2026-07-25
1486,1486,1,6,7,5,High,2026-07-25
1487,1487,5,7,10,17,Critical,2026-07-25
1488,1488,0,2,6,6,Low,2026-07-25
1489,1489,2,3,5,5,Low,2026-07-25
1490,1490,2,4,5,5,Low,2026-07-25
1491,1491,2,1,10,10,Medium,2026-07-25
1492,1492,2,2,5,9,Low,2026-07-25
1493,1493,0,2,6,8,Low,2026-07-25
1494,1494,3,1,6,20,Critical,2026-07-25
1495,1495,0,2,3,5,Low,2026-07-25
1496,1496,0,2,11,25,Medium,2026-07-25
1497,1497,1,1,8,12,Medium,2026-07-25
1498,1498,0,0,5,8,Low,2026-07-25
1499,1499,1,3,6,15,Low,2026-07-25
1500,1500,0,3,9,7,Medium,2026-07-25
1501,1501,1,0,3,11,Low,2026-07-25
1502,1502,0,3,6,8,Low,2026-07-25
1503,1503,1,3,7,11,Low,2026-07-25
1504,1504,2,1,8,13,Medium,2026-07-25
1505,1505,0,2,10,6,Medium,2026-07-25
1506,1506,1,4,2,12,Low,2026-07-25
1507,1507,0,3,6,13,Low,2026-07-25
1508,1508,1,3,7,10,Low,2026-07-25
1509,1509,2,4,4,13,Low,2026-07-25
1510,1510,0,3,3,17,Low,2026-07-25
1511,1511,1,2,8,9,Medium,2026-07-25
1512,1512,1,4,10,11,Medium,2026-07-25
1513,1513,0,1,7,12,Low,2026-07-25
1514,1514,0,1,5,16,Low,2026-07-25
1515,1515,2,4,6,8,Low,2026-07-25
1516,1516,1,0,8,8,Medium,2026-07-25
1517,1517,0,2,5,11,Low,2026-07-25
1518,1518,1,3,2,6,Low,2026-07-25
1519,1519,0,3,3,12,Low,2026-07-25
1520,1520,4,8,15,10,Critical,2026-07-25
1521,1521,2,1,4,5,Low,2026-07-25
1522,1522,2,2,15,13,Medium,2026-07-25
1523,1523,1,2,7,10,Low,2026-07-25
1524,1524,3,4,6,13,Critical,2026-07-25
1525,1525,0,4,7,5,Low,2026-07-25
1526,1526,2,3,11,18,Medium,2026-07-25
1527,1527,0,0,6,8,Low,2026-07-25
1528,1528,2,1,8,7,Medium,2026-07-25
1529,1529,1,3,7,7,Low,2026-07-25
1530,1530,0,1,4,8,Low,2026-07-25
1531,1531,1,2,11,18,Medium,2026-07-25
1532,1532,2,2,2,14,Low,2026-07-25
1533,1533,1,3,8,10,Medium,2026-07-25
1534,1534,1,3,8,9,Medium,2026-07-25
1535,1535,0,3,3,5,Low,2026-07-25
1536,1536,1,4,7,9,Low,2026-07-25
1537,1537,2,10,9,22,High,2026-07-25
1538,1538,0,0,6,8,Low,2026-07-25
1539,1539,1,6,17,23,High,2026-07-25
1540,1540,1,1,4,14,Low,2026-07-25
1541,1541,1,2,8,13,Medium,2026-07-25
1542,1542,1,1,5,14,Low,2026-07-25
1543,1543,1,3,6,5,Low,2026-07-25
1544,1544,1,4,4,6,Low,2026-07-25
1545,1545,0,4,4,6,Low,2026-07-25
1546,1546,2,4,7,12,Low,2026-07-25
1547,1547,2,2,8,10,Medium,2026-07-25
1548,1548,2,1,5,11,Low,2026-07-25
1549,1549,1,1,5,6,Low,2026-07-25
1550,1550,2,2,2,10,Low,2026-07-25
1551,1551,1,2,14,11,Medium,2026-07-25
1552,1552,2,1,7,10,Low,2026-07-25
1553,1553,2,4,7,11,Low,2026-07-25
1554,1554,3,6,19,28,Critical,2026-07-25
1555,1555,5,2,7,11,Critical,2026-07-25
1556,1556,1,0,4,9,Low,2026-07-25
1557,1557,1,3,8,7,Medium,2026-07-25
1558,1558,0,4,11,27,Medium,2026-07-25
1559,1559,3,5,4,19,Critical,2026-07-25
1560,1560,2,2,9,13,Medium,2026-07-25
1561,1561,2,2,6,4,Low,2026-07-25
1562,1562,0,0,8,6,Medium,2026-07-25
1563,1563,1,1,12,12,Medium,2026-07-25
1564,1564,2,3,5,18,Low,2026-07-25
1565,1565,2,1,6,15,Low,2026-07-25
1566,1566,0,1,4,18,Low,2026-07-25
1567,1567,1,3,8,4,Medium,2026-07-25
1568,1568,0,3,5,5,Low,2026-07-25
1569,1569,1,1,9,15,Medium,2026-07-25
1570,1570,2,4,2,6,Low,2026-07-25
1571,1571,1,3,5,8,Low,2026-07-25
1572,1572,0,2,6,6,Low,2026-07-25
1573,1573,4,4,7,19,Critical,2026-07-25
1574,1574,1,2,7,14,Low,2026-07-25
1575,1575,0,0,5,10,Low,2026-07-25
1576,1576,2,3,2,13,Low,2026-07-25
1577,1577,0,2,8,6,Medium,2026-07-25
1578,1578,2,4,8,9,Medium,2026-07-25
1579,1579,2,4,8,15,Medium,2026-07-25
1580,1580,1,3,3,11,Low,2026-07-25
1581,1581,1,4,7,9,Low,2026-07-25
1582,1582,1,1,12,13,Medium,2026-07-25
1583,1583,5,3,17,25,Critical,2026-07-25
1584,1584,0,1,7,12,Low,2026-07-25
1585,1585,0,1,7,15,Low,2026-07-25
1586,1586,0,2,10,11,Medium,2026-07-25
1587,1587,0,5,12,12,High,2026-07-25
1588,1588,0,0,8,8,Medium,2026-07-25
1589,1589,2,4,8,12,Medium,2026-07-25
1590,1590,2,10,10,11,High,2026-07-25
1591,1591,0,6,5,14,High,2026-07-25
1592,1592,2,5,4,12,High,2026-07-25
1593,1593,0,5,6,6,High,2026-07-25
1594,1594,0,2,10,14,Medium,2026-07-25
1595,1595,0,10,8,28,High,2026-07-25
1596,1596,0,2,16,15,Medium,2026-07-25
1597,1597,0,1,2,5,Low,2026-07-25
1598,1598,2,10,8,18,High,2026-07-25
1599,1599,2,3,8,18,Medium,2026-07-25
1600,1600,2,6,16,26,High,2026-07-25
1601,1601,2,3,10,13,Medium,2026-07-25
1602,1602,1,5,7,7,High,2026-07-25
1603,1603,0,5,4,15,High,2026-07-25
1604,1604,1,1,5,7,Low,2026-07-25
1605,1605,5,8,16,16,Critical,2026-07-25
1606,1606,1,1,4,11,Low,2026-07-25
1607,1607,0,5,7,10,High,2026-07-25
1608,1608,4,2,19,25,Critical,2026-07-25
1609,1609,0,1,7,11,Low,2026-07-25
1610,1610,0,6,13,16,High,2026-07-25
1611,1611,0,1,6,7,Low,2026-07-25
1612,1612,0,1,8,9,Medium,2026-07-25
1613,1613,1,1,3,11,Low,2026-07-25
1614,1614,0,1,5,8,Low,2026-07-25
1615,1615,5,3,20,13,Critical,2026-07-25
1616,1616,2,2,4,6,Low,2026-07-25
1617,1617,4,6,15,24,Critical,2026-07-25
1618,1618,1,3,8,8,Medium,2026-07-25
1619,1619,2,2,4,19,Low,2026-07-25
1620,1620,2,4,8,14,Medium,2026-07-25
1621,1621,1,2,7,9,Low,2026-07-25
1622,1622,0,4,6,8,Low,2026-07-25
1623,1623,1,2,5,14,Low,2026-07-25
1624,1624,0,3,3,8,Low,2026-07-25
1625,1625,2,1,4,14,Low,2026-07-25
1626,1626,1,1,6,11,Low,2026-07-25
1627,1627,3,3,5,19,Critical,2026-07-25
1628,1628,2,4,7,12,Low,2026-07-25
1629,1629,5,5,10,12,Critical,2026-07-25
1630,1630,0,2,8,23,Medium,2026-07-25
1631,1631,0,10,8,15,High,2026-07-25
1632,1632,2,3,8,6,Medium,2026-07-25
1633,1633,2,3,5,25,Low,2026-07-25
1634,1634,0,1,6,5,Low,2026-07-25
1635,1635,0,4,10,11,Medium,2026-07-25
1636,1636,2,4,11,20,Medium,2026-07-25
1637,1637,1,5,12,16,High,2026-07-25
1638,1638,1,5,17,18,High,2026-07-25
1639,1639,0,3,5,9,Low,2026-07-25
1640,1640,2,4,5,8,Low,2026-07-25
1641,1641,0,1,4,9,Low,2026-07-25
1642,1642,1,1,2,6,Low,2026-07-25
1643,1643,4,9,20,20,Critical,2026-07-25
1644,1644,2,1,3,17,Low,2026-07-25
1645,1645,2,5,5,14,High,2026-07-25
1646,1646,1,0,3,15,Low,2026-07-25
1647,1647,1,1,8,5,Medium,2026-07-25
1648,1648,1,4,3,8,Low,2026-07-25
1649,1649,2,5,12,13,High,2026-07-25
1650,1650,1,1,5,10,Low,2026-07-25
1651,1651,1,2,4,7,Low,2026-07-25
1652,1652,1,0,6,14,Low,2026-07-25
1653,1653,0,3,7,11,Low,2026-07-25
1654,1654,2,5,9,15,High,2026-07-25
1655,1655,2,7,14,14,High,2026-07-25
1656,1656,3,3,7,16,Critical,2026-07-25
1657,1657,1,3,6,7,Low,2026-07-25
1658,1658,1,1,4,12,Low,2026-07-25
1659,1659,0,2,5,9,Low,2026-07-25
1660,1660,1,2,2,9,Low,2026-07-25
1661,1661,1,2,12,9,Medium,2026-07-25
1662,1662,2,1,5,10,Low,2026-07-25
1663,1663,2,4,8,11,Medium,2026-07-25
1664,1664,2,3,10,6,Medium,2026-07-25
1665,1665,0,0,4,9,Low,2026-07-25
1666,1666,0,2,7,10,Low,2026-07-25
1667,1667,3,5,17,12,Critical,2026-07-25
1668,1668,2,5,3,11,High,2026-07-25
1669,1669,1,2,6,6,Low,2026-07-25
1670,1670,1,2,7,12,Low,2026-07-25
1671,1671,0,2,2,11,Low,2026-07-25
1672,1672,2,1,10,15,Medium,2026-07-25
1673,1673,0,1,6,10,Low,2026-07-25
1674,1674,5,7,17,10,Critical,2026-07-25
1675,1675,0,2,11,15,Medium,2026-07-25
1676,1676,2,2,10,13,Medium,2026-07-25
1677,1677,2,5,5,7,High,2026-07-25
1678,1678,0,4,14,12,Medium,2026-07-25
1679,1679,0,5,8,14,High,2026-07-25
1680,1680,0,3,3,9,Low,2026-07-25
1681,1681,2,5,8,7,High,2026-07-25
1682,1682,1,1,2,10,Low,2026-07-25
1683,1683,0,9,10,24,High,2026-07-25
1684,1684,2,1,6,12,Low,2026-07-25
1685,1685,0,1,2,15,Low,2026-07-25
1686,1686,1,5,3,8,High,2026-07-25
1687,1687,0,0,5,13,Low,2026-07-25
1688,1688,1,5,7,14,High,2026-07-25
1689,1689,1,6,7,18,High,2026-07-25
1690,1690,1,5,3,6,High,2026-07-25
1691,1691,1,2,3,9,Low,2026-07-25
1692,1692,0,1,6,13,Low,2026-07-25
1693,1693,3,3,10,15,Critical,2026-07-25
1694,1694,0,4,6,12,Low,2026-07-25
1695,1695,1,10,19,26,High,2026-07-25
1696,1696,5,5,9,27,Critical,2026-07-25
1697,1697,2,3,11,15,Medium,2026-07-25
1698,1698,3,1,5,7,Critical,2026-07-25
1699,1699,2,2,6,15,Low,2026-07-25
1700,1700,0,1,5,15,Low,2026-07-25
1701,1701,2,1,9,13,Medium,2026-07-25
1702,1702,1,6,9,20,High,2026-07-25
1703,1703,2,1,8,15,Medium,2026-07-25
1704,1704,0,1,6,7,Low,2026-07-25
1705,1705,0,3,4,13,Low,2026-07-25
1706,1706,3,8,10,17,Critical,2026-07-25
1707,1707,0,4,4,18,Low,2026-07-25
1708,1708,0,9,16,27,High,2026-07-25
1709,1709,0,5,10,11,High,2026-07-25
1710,1710,0,4,9,13,Medium,2026-07-25
1711,1711,1,4,8,11,Medium,2026-07-25
1712,1712,2,1,4,7,Low,2026-07-25
1713,1713,1,2,13,15,Medium,2026-07-25
1714,1714,0,0,3,12,Low,2026-07-25
1715,1715,3,1,15,5,Critical,2026-07-25
1716,1716,1,5,7,13,High,2026-07-25
1717,1717,0,5,11,12,High,2026-07-25
1718,1718,0,3,4,11,Low,2026-07-25
1719,1719,0,2,8,15,Medium,2026-07-25
1720,1720,2,1,13,12,Medium,2026-07-25
1721,1721,4,3,19,18,Critical,2026-07-25
1722,1722,2,1,6,12,Low,2026-07-25
1723,1723,0,1,7,9,Low,2026-07-25
1724,1724,3,6,7,10,Critical,2026-07-25
1725,1725,0,4,7,15,Low,2026-07-25
1726,1726,1,1,10,8,Medium,2026-07-25
1727,1727,2,2,5,22,Low,2026-07-25
1728,1728,2,5,7,7,High,2026-07-25
1729,1729,2,5,14,20,High,2026-07-25
1730,1730,1,6,10,17,High,2026-07-25
1731,1731,0,2,6,14,Low,2026-07-25
1732,1732,0,2,2,4,Low,2026-07-25
1733,1733,2,1,8,12,Medium,2026-07-25
1734,1734,0,1,8,11,Medium,2026-07-25
1735,1735,1,4,2,4,Low,2026-07-25
1736,1736,0,1,4,17,Low,2026-07-25
1737,1737,1,0,3,8,Low,2026-07-25
1738,1738,0,3,6,18,Low,2026-07-25
1739,1739,1,0,6,12,Low,2026-07-25
1740,1740,5,2,5,30,Critical,2026-07-25
1741,1741,0,5,9,13,High,2026-07-25
1742,1742,2,2,9,5,Medium,2026-07-25
1743,1743,2,5,4,6,High,2026-07-25
1744,1744,5,9,19,21,Critical,2026-07-25
1745,1745,3,5,8,6,Critical,2026-07-25
1746,1746,2,2,6,8,Low,2026-07-25
1747,1747,2,2,3,8,Low,2026-07-25
1748,1748,0,1,4,8,Low,2026-07-25
1749,1749,1,3,6,7,Low,2026-07-25
1750,1750,1,1,4,8,Low,2026-07-25
1751,1751,0,5,4,12,High,2026-07-25
1752,1752,1,2,5,9,Low,2026-07-25
1753,1753,1,4,6,11,Low,2026-07-25
1754,1754,2,3,4,10,Low,2026-07-25
1755,1755,2,2,4,5,Low,2026-07-25
1756,1756,1,2,5,13,Low,2026-07-25
1757,1757,1,4,7,15,Low,2026-07-25
1758,1758,0,8,16,25,High,2026-07-25
1759,1759,3,6,12,17,Critical,2026-07-25
1760,1760,0,5,15,17,High,2026-07-25
1761,1761,4,8,9,22,Critical,2026-07-25
1762,1762,1,1,4,8,Low,2026-07-25
1763,1763,1,1,8,16,Medium,2026-07-25
1764,1764,4,9,8,21,Critical,2026-07-25
1765,1765,2,2,2,5,Low,2026-07-25
1766,1766,0,3,2,6,Low,2026-07-25
1767,1767,3,3,8,12,Critical,2026-07-25
1768,1768,5,8,20,24,Critical,2026-07-25
1769,1769,0,4,12,5,Medium,2026-07-25
1770,1770,2,5,7,6,High,2026-07-25
1771,1771,1,2,12,16,Medium,2026-07-25
1772,1772,0,0,8,8,Medium,2026-07-25
1773,1773,2,2,5,16,Low,2026-07-25
1774,1774,2,1,8,16,Medium,2026-07-25
1775,1775,1,3,8,7,Medium,2026-07-25
1776,1776,1,3,19,12,Medium,2026-07-25
1777,1777,1,6,10,14,High,2026-07-25
1778,1778,0,3,9,5,Medium,2026-07-25
1779,1779,0,1,2,5,Low,2026-07-25
1780,1780,1,0,7,10,Low,2026-07-25
1781,1781,3,2,5,14,Critical,2026-07-25
1782,1782,0,2,7,8,Low,2026-07-25
1783,1783,1,1,4,6,Low,2026-07-25
1784,1784,1,1,4,12,Low,2026-07-25
1785,1785,2,3,5,5,Low,2026-07-25
1786,1786,3,4,8,11,Critical,2026-07-25
1787,1787,0,4,2,13,Low,2026-07-25
1788,1788,1,5,10,9,High,2026-07-25
1789,1789,1,2,9,10,Medium,2026-07-25
1790,1790,1,1,8,12,Medium,2026-07-25
1791,1791,1,5,8,15,High,2026-07-25
1792,1792,2,4,6,7,Low,2026-07-25
1793,1793,2,2,2,8,Low,2026-07-25
1794,1794,1,1,8,5,Medium,2026-07-25
1795,1795,2,5,7,7,High,2026-07-25
1796,1796,0,1,5,10,Low,2026-07-25
1797,1797,0,3,6,14,Low,2026-07-25
1798,1798,5,9,6,23,Critical,2026-07-25
1799,1799,2,4,5,10,Low,2026-07-25
1800,1800,2,1,8,5,Medium,2026-07-25
1801,1801,2,3,10,14,Medium,2026-07-25
1802,1802,1,2,4,9,Low,2026-07-25
1803,1803,1,1,5,13,Low,2026-07-25
1804,1804,0,4,9,10,Medium,2026-07-25
1805,1805,0,3,8,15,Medium,2026-07-25
1806,1806,2,3,8,6,Medium,2026-07-25
1807,1807,2,2,5,6,Low,2026-07-25
