server_id,hostname,operating_system,environment,server_type,location,owner_team,created_date
2049,APP271,Ubuntu 22.04,UAT,Application Server,Pune,Infrastructure Team,2026-07-25
2050,DB289,Windows Server 2019,UAT,Database Server,Chennai,Database Team,2026-07-25
2051,AUTH293,Windows Server 2019,Testing,Authentication Server,Hyderabad,Security Team,2026-07-25
2052,DB290,Windows Server 2019,Production,Database Server,Mumbai,Database Team,2026-07-25
2053,APP272,Windows Server 2022,Testing,Application Server,Pune,Infrastructure Team,2026-07-25
2054,API300,RHEL 9,Production,API Server,Mumbai,Infrastructure Team,2026-07-25
2055,DB291,Ubuntu 22.04,UAT,Database Server,Bangalore,Database Team,2026-07-25
2056,FILE298,Ubuntu 22.04,Development,File Server,Chennai,Windows Team,2026-07-25
2057,API301,Windows Server 2019,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
2058,APP273,RHEL 8,Development,Application Server,Pune,Infrastructure Team,2026-07-25
2059,APP274,Ubuntu 22.04,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25
2060,WEB289,Windows Server 2022,UAT,Web Server,Pune,Linux Team,2026-07-25
2061,MAIL315,Ubuntu 22.04,Testing,Mail Server,Chennai,Messaging Team,2026-07-25
2062,MAIL316,Ubuntu 22.04,UAT,Mail Server,Mumbai,Messaging Team,2026-07-25
2063,AUTH294,Ubuntu 22.04,UAT,Authentication Server,Chennai,Security Team,2026-07-25
2064,APP275,RHEL 9,UAT,Application Server,Mumbai,Infrastructure Team,2026-07-25
2065,APP276,Windows Server 2019,Development,Application Server,Hyderabad,Infrastructure Team,2026-07-25
2066,DB292,RHEL 9,UAT,Database Server,Hyderabad,Database Team,2026-07-25
2067,AUTH295,Windows Server 2019,UAT,Authentication Server,Chennai,Security Team,2026-07-25
2068,APP277,Windows Server 2022,Development,Application Server,Hyderabad,Infrastructure Team,2026-07-25
2069,AUTH296,RHEL 9,Development,Authentication Server,Chennai,Security Team,2026-07-25
2070,WEB290,RHEL 9,Development,Web Server,Mumbai,Linux Team,2026-07-25
2071,DB293,RHEL 9,Development,Database Server,Bangalore,Database Team,2026-07-25
2072,WEB291,Ubuntu 22.04,Production,Web Server,Mumbai,Linux Team,2026-07-25
2073,AUTH297,RHEL 8,UAT,Authentication Server,Pune,Security Team,2026-07-25
2074,FILE299,RHEL 8,Testing,File Server,Chennai,Windows Team,2026-07-25
2075,API302,Windows Server 2022,Production,API Server,Hyderabad,Infrastructure Team,2026-07-25
2076,API303,Windows Server 2019,Production,API Server,Bangalore,Infrastructure Team,2026-07-25
2077,WEB292,RHEL 8,UAT,Web Server,Hyderabad,Linux Team,2026-07-25
2078,FILE300,Ubuntu 22.04,UAT,File Server,Hyderabad,Windows Team,2026-07-25
2079,API304,Windows Server 2022,UAT,API Server,Pune,Infrastructure Team,2026-07-25
2080,MAIL317,RHEL 8,UAT,Mail Server,Mumbai,Messaging Team,2026-07-25
2081,FILE301,Windows Server 2022,UAT,File Server,Bangalore,Windows Team,2026-07-25
2082,DB294,Ubuntu 22.04,Testing,Database Server,Hyderabad,Database Team,2026-07-25
2083,DB295,Ubuntu 22.04,UAT,Database Server,Mumbai,Database Team,2026-07-25
2084,DB296,RHEL 9,Production,Database Server,Hyderabad,Database Team,2026-07-25
2085,API305,Ubuntu 22.04,UAT,API Server,Bangalore,Infrastructure Team,2026-07-25
2086,FILE302,RHEL 8,Development,File Server,Hyderabad,Windows Team,2026-07-25
2087,FILE303,Windows Server 2022,Testing,File Server,Hyderabad,Windows Team,2026-07-25
2088,WEB293,Ubuntu 22.04,Production,Web Server,Hyderabad,Linux Team,2026-07-25
2089,AUTH298,RHEL 9,UAT,Authentication Server,Chennai,Security Team,2026-07-25
2090,AUTH299,Windows Server 2022,UAT,Authentication Server,Mumbai,Security Team,2026-07-25
2091,FILE304,Ubuntu 22.04,Development,File Server,Hyderabad,Windows Team,2026-07-25
2092,DB297,Windows Server 2022,Testing,Database Server,Mumbai,Database Team,2026-07-25
2093,WEB294,Windows Server 2019,Production,Web Server,Bangalore,Linux Team,2026-07-25
2094,AUTH300,Windows Server 2019,UAT,Authentication Server,Bangalore,Security Team,2026-07-25
2095,APP278,Windows Server 2019,Production,Application Server,Mumbai,Infrastructure Team,2026-07-25
2096,APP279,Windows Server 2019,Testing,Application Server,Chennai,Infrastructure Team,2026-07-25
2097,DB298,Windows Server 2022,Testing,Database Server,Pune,Database Team,2026-07-25
2098,MAIL318,RHEL 9,Production,Mail Server,Pune,Messaging Team,2026-07-25
2099,FILE305,RHEL 9,Production,File Server,Pune,Windows Team,2026-07-25
2100,FILE306,Windows Server 2022,Development,File Server,Pune,Windows Team,2026-07-25
2101,AUTH301,Windows Server 2022,Testing,Authentication Server,Mumbai,Security Team,2026-07-25
2102,WEB295,Ubuntu 22.04,Development,Web Server,Hyderabad,Linux Team,2026-07-25
2103,AUTH302,Windows Server 2022,Production,Authentication Server,Bangalore,Security Team,2026-07-25
2104,DB299,RHEL 8,Development,Database Server,Chennai,Database Team,2026-07-25
2105,WEB296,RHEL 9,UAT,Web Server,Chennai,Linux Team,2026-07-25
2106,FILE307,Ubuntu 22.04,Production,File Server,Hyderabad,Windows Team,2026-07-25
2107,AUTH303,Windows Server 2019,Production,Authentication Server,Pune,Security Team,2026-07-25
2108,APP280,Windows Server 2019,Production,Application Server,Pune,Infrastructure Team,2026-07-25
2109,API306,Ubuntu 22.04,Testing,API Server,Pune,Infrastructure Team,2026-07-25
2110,WEB297,Ubuntu 22.04,UAT,Web Server,Chennai,Linux Team,2026-07-25
2111,APP281,Windows Server 2019,Production,Application Server,Mumbai,Infrastructure Team,2026-07-25
2112,MAIL319,Windows Server 2022,Production,Mail Server,Chennai,Messaging Team,2026-07-25
2113,DB300,Windows Server 2022,Testing,Database Server,Mumbai,Database Team,2026-07-25
2114,FILE308,RHEL 8,UAT,File Server,Pune,Windows Team,2026-07-25
2115,APP282,Windows Server 2022,Development,Application Server,Pune,Infrastructure Team,2026-07-25
2116,APP283,RHEL 8,Production,Application Server,Pune,Infrastructure Team,2026-07-25
2117,AUTH304,Windows Server 2022,Development,Authentication Server,Mumbai,Security Team,2026-07-25
2118,WEB298,Ubuntu 22.04,Development,Web Server,Hyderabad,Linux Team,2026-07-25
2119,MAIL320,Ubuntu 22.04,Testing,Mail Server,Chennai,Messaging Team,2026-07-25
2120,API307,RHEL 9,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
2121,WEB299,Windows Server 2019,Production,Web Server,Mumbai,Linux Team,2026-07-25
2122,DB301,RHEL 8,Development,Database Server,Mumbai,Database Team,2026-07-25
2123,FILE309,RHEL 9,Production,File Server,Pune,Windows Team,2026-07-25
2124,WEB300,RHEL 8,Testing,Web Server,Hyderabad,Linux Team,2026-07-25
2125,AUTH305,RHEL 8,Development,Authentication Server,Mumbai,Security Team,2026-07-25
2126,FILE310,RHEL 9,Testing,File Server,Bangalore,Windows Team,2026-07-25
2127,APP284,RHEL 9,Production,Application Server,Chennai,Infrastructure Team,2026-07-25
2128,APP285,Windows Server 2022,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25
2129,MAIL321,Ubuntu 22.04,Testing,Mail Server,Mumbai,Messaging Team,2026-07-25
2130,APP286,Windows Server 2022,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25
2131,API308,Windows Server 2022,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25
2132,WEB301,Windows Server 2019,Testing,Web Server,Chennai,Linux Team,2026-07-25
2133,FILE311,RHEL 8,UAT,File Server,Mumbai,Windows Team,2026-07-25
2134,MAIL322,Ubuntu 22.04,Testing,Mail Server,Mumbai,Messaging Team,2026-07-25
2135,AUTH306,Ubuntu 22.04,UAT,Authentication Server,Bangalore,Security Team,2026-07-25
2136,WEB302,Windows Server 2022,Testing,Web Server,Mumbai,Linux Team,2026-07-25
2137,APP287,RHEL 9,Development,Application Server,Pune,Infrastructure Team,2026-07-25
2138,MAIL323,Windows Server 2019,Production,Mail Server,Bangalore,Messaging Team,2026-07-25
2139,AUTH307,Windows Server 2022,Development,Authentication Server,Mumbai,Security Team,2026-07-25
2140,DB302,RHEL 8,Testing,Database Server,Pune,Database Team,2026-07-25
2141,AUTH308,RHEL 8,Production,Authentication Server,Chennai,Security Team,2026-07-25
2142,DB303,RHEL 8,UAT,Database Server,Bangalore,Database Team,2026-07-25
2143,API309,Windows Server 2022,Development,API Server,Mumbai,Infrastructure Team,2026-07-25
2144,WEB303,RHEL 8,Production,Web Server,Bangalore,Linux Team,2026-07-25
2145,MAIL324,RHEL 9,Production,Mail Server,Hyderabad,Messaging Team,2026-07-25
2146,API310,Ubuntu 22.04,Development,API Server,Chennai,Infrastructure Team,2026-07-25
2147,AUTH309,RHEL 8,Production,Authentication Server,Pune,Security Team,2026-07-25
2148,MAIL325,RHEL 9,Production,Mail Server,Hyderabad,Messaging Team,2026-07-25
2149,APP288,RHEL 8,Production,Application Server,Hyderabad,Infrastructure Team,2026-07-25
2150,MAIL326,Windows Server 2019,UAT,Mail Server,Bangalore,Messaging Team,2026-07-25
2151,WEB304,Windows Server 2019,UAT,Web Server,Chennai,Linux Team,2026-07-25
2152,API311,RHEL 9,Development,API Server,Mumbai,Infrastructure Team,2026-07-25
2153,API312,Windows Server 2022,Production,API Server,Chennai,Infrastructure Team,2026-07-25
2154,AUTH310,Windows Server 2022,Testing,Authentication Server,Bangalore,Security Team,2026-07-25
2155,API313,Ubuntu 22.04,Testing,API Server,Hyderabad,Infrastructure Team,2026-07-25
2156,API314,Windows Server 2022,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
2157,APP289,Ubuntu 22.04,UAT,Application Server,Pune,Infrastructure Team,2026-07-25
2158,API315,Windows Server 2019,Production,API Server,Pune,Infrastructure Team,2026-07-25
2159,API316,Ubuntu 22.04,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
2160,API317,Windows Server 2022,UAT,API Server,Mumbai,Infrastructure Team,2026-07-25
2161,FILE312,Ubuntu 22.04,Testing,File Server,Mumbai,Windows Team,2026-07-25
2162,AUTH311,RHEL 9,UAT,Authentication Server,Chennai,Security Team,2026-07-25
2163,APP290,Windows Server 2022,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25
2164,AUTH312,RHEL 9,UAT,Authentication Server,Hyderabad,Security Team,2026-07-25
2165,API318,RHEL 9,Testing,API Server,Pune,Infrastructure Team,2026-07-25
2166,WEB305,RHEL 8,Production,Web Server,Mumbai,Linux Team,2026-07-25
2167,FILE313,RHEL 9,UAT,File Server,Bangalore,Windows Team,2026-07-25
2168,MAIL327,RHEL 9,Development,Mail Server,Pune,Messaging Team,2026-07-25
2169,APP291,RHEL 9,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25
2170,DB304,Windows Server 2022,Testing,Database Server,Mumbai,Database Team,2026-07-25
2171,WEB306,Windows Server 2022,Development,Web Server,Hyderabad,Linux Team,2026-07-25
2172,WEB307,Windows Server 2022,Production,Web Server,Mumbai,Linux Team,2026-07-25
2173,API319,Windows Server 2019,UAT,API Server,Hyderabad,Infrastructure Team,2026-07-25
2174,FILE314,RHEL 8,Testing,File Server,Bangalore,Windows Team,2026-07-25
2175,APP292,Ubuntu 22.04,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25
2176,API320,Windows Server 2022,Production,API Server,Bangalore,Infrastructure Team,2026-07-25
2177,FILE315,RHEL 9,Development,File Server,Pune,Windows Team,2026-07-25
2178,DB305,RHEL 9,UAT,Database Server,Pune,Database Team,2026-07-25
2179,APP293,RHEL 8,Development,Application Server,Chennai,Infrastructure Team,2026-07-25
2180,DB306,RHEL 8,Development,Database Server,Pune,Database Team,2026-07-25
2181,WEB308,Ubuntu 22.04,UAT,Web Server,Bangalore,Linux Team,2026-07-25
2182,DB307,Windows Server 2019,Testing,Database Server,Bangalore,Database Team,2026-07-25
2183,DB308,Windows Server 2019,Testing,Database Server,Chennai,Database Team,2026-07-25
2184,DB309,RHEL 8,UAT,Database Server,Mumbai,Database Team,2026-07-25
2185,API321,RHEL 8,Production,API Server,Mumbai,Infrastructure Team,2026-07-25
2186,MAIL328,Windows Server 2019,Development,Mail Server,Mumbai,Messaging Team,2026-07-25
2187,AUTH313,RHEL 9,Production,Authentication Server,Chennai,Security Team,2026-07-25
2188,WEB309,RHEL 9,Development,Web Server,Bangalore,Linux Team,2026-07-25
2189,AUTH314,RHEL 8,Production,Authentication Server,Chennai,Security Team,2026-07-25
2190,AUTH315,RHEL 9,Testing,Authentication Server,Pune,Security Team,2026-07-25
2191,APP294,RHEL 8,Development,Application Server,Chennai,Infrastructure Team,2026-07-25
2192,WEB310,Windows Server 2022,Development,Web Server,Bangalore,Linux Team,2026-07-25
2193,AUTH316,Windows Server 2022,Production,Authentication Server,Bangalore,Security Team,2026-07-25
2194,API322,Windows Server 2019,Production,API Server,Bangalore,Infrastructure Team,2026-07-25
2195,DB310,Windows Server 2022,Development,Database Server,Chennai,Database Team,2026-07-25
2196,APP295,RHEL 9,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25
2197,FILE316,Windows Server 2019,UAT,File Server,Mumbai,Windows Team,2026-07-25
2198,APP296,Windows Server 2022,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25
2199,AUTH317,RHEL 8,Testing,Authentication Server,Mumbai,Security Team,2026-07-25
2200,DB311,Windows Server 2019,Testing,Database Server,Bangalore,Database Team,2026-07-25
2201,WEB311,RHEL 8,Production,Web Server,Bangalore,Linux Team,2026-07-25
2202,API323,Ubuntu 22.04,UAT,API Server,Hyderabad,Infrastructure Team,2026-07-25
2203,AUTH318,Windows Server 2022,Development,Authentication Server,Bangalore,Security Team,2026-07-25
2204,AUTH319,Windows Server 2019,Development,Authentication Server,Pune,Security Team,2026-07-25
2205,API324,Windows Server 2022,Production,API Server,Chennai,Infrastructure Team,2026-07-25
2206,MAIL329,Windows Server 2019,Production,Mail Server,Chennai,Messaging Team,2026-07-25
2207,WEB312,RHEL 8,Development,Web Server,Mumbai,Linux Team,2026-07-25
2208,APP297,Ubuntu 22.04,Production,Application Server,Hyderabad,Infrastructure Team,2026-07-25
2209,FILE317,RHEL 9,UAT,File Server,Hyderabad,Windows Team,2026-07-25
2210,WEB313,Windows Server 2022,Development,Web Server,Mumbai,Linux Team,2026-07-25
2211,WEB314,RHEL 8,UAT,Web Server,Pune,Linux Team,2026-07-25
2212,APP298,RHEL 8,UAT,Application Server,Pune,Infrastructure Team,2026-07-25
2213,MAIL330,Windows Server 2019,Production,Mail Server,Pune,Messaging Team,2026-07-25
2214,WEB315,RHEL 9,Production,Web Server,Hyderabad,Linux Team,2026-07-25
2215,APP299,RHEL 9,UAT,Application Server,Mumbai,Infrastructure Team,2026-07-25
2216,AUTH320,Windows Server 2022,Production,Authentication Server,Bangalore,Security Team,2026-07-25
2217,DB312,Windows Server 2019,Development,Database Server,Chennai,Database Team,2026-07-25
2218,API325,Windows Server 2019,Testing,API Server,Pune,Infrastructure Team,2026-07-25
2219,WEB316,RHEL 8,Development,Web Server,Pune,Linux Team,2026-07-25
2220,API326,Windows Server 2019,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
2221,APP300,RHEL 8,Testing,Application Server,Hyderabad,Infrastructure Team,2026-07-25
2222,WEB317,Ubuntu 22.04,Development,Web Server,Hyderabad,Linux Team,2026-07-25
2223,FILE318,Ubuntu 22.04,Testing,File Server,Mumbai,Windows Team,2026-07-25
2224,MAIL331,RHEL 9,Development,Mail Server,Hyderabad,Messaging Team,2026-07-25
2225,MAIL332,Ubuntu 22.04,Testing,Mail Server,Pune,Messaging Team,2026-07-25
2226,WEB318,Ubuntu 22.04,Testing,Web Server,Hyderabad,Linux Team,2026-07-25
2227,MAIL333,RHEL 9,Production,Mail Server,Chennai,Messaging Team,2026-07-25
2228,AUTH321,RHEL 9,Development,Authentication Server,Chennai,Security Team,2026-07-25
2229,FILE319,RHEL 8,Production,File Server,Hyderabad,Windows Team,2026-07-25
2230,DB313,Windows Server 2019,UAT,Database Server,Hyderabad,Database Team,2026-07-25
2231,WEB319,Windows Server 2019,Production,Web Server,Mumbai,Linux Team,2026-07-25
2232,DB314,RHEL 8,UAT,Database Server,Bangalore,Database Team,2026-07-25
2233,AUTH322,Windows Server 2019,Testing,Authentication Server,Pune,Security Team,2026-07-25
2234,AUTH323,Windows Server 2019,Development,Authentication Server,Hyderabad,Security Team,2026-07-25
2235,MAIL334,Windows Server 2019,Development,Mail Server,Chennai,Messaging Team,2026-07-25
2236,MAIL335,RHEL 9,Testing,Mail Server,Chennai,Messaging Team,2026-07-25
2237,APP301,RHEL 9,UAT,Application Server,Hyderabad,Infrastructure Team,2026-07-25
2238,API327,RHEL 8,Testing,API Server,Hyderabad,Infrastructure Team,2026-07-25
2239,DB315,Ubuntu 22.04,Production,Database Server,Hyderabad,Database Team,2026-07-25
2240,API328,Windows Server 2022,Testing,API Server,Hyderabad,Infrastructure Team,2026-07-25
2241,WEB320,Windows Server 2022,Testing,Web Server,Chennai,Linux Team,2026-07-25
2242,FILE320,Windows Server 2019,UAT,File Server,Pune,Windows Team,2026-07-25
2243,WEB321,Ubuntu 22.04,Development,Web Server,Mumbai,Linux Team,2026-07-25
2244,DB316,Windows Server 2022,UAT,Database Server,Pune,Database Team,2026-07-25
2245,FILE321,Windows Server 2022,Production,File Server,Chennai,Windows Team,2026-07-25
2246,APP302,RHEL 9,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25
2247,WEB322,Ubuntu 22.04,Development,Web Server,Mumbai,Linux Team,2026-07-25
2248,AUTH324,RHEL 9,Testing,Authentication Server,Mumbai,Security Team,2026-07-25
2249,API329,Windows Server 2019,UAT,API Server,Pune,Infrastructure Team,2026-07-25
2250,DB317,RHEL 8,Development,Database Server,Hyderabad,Database Team,2026-07-25
2251,FILE322,Ubuntu 22.04,Testing,File Server,Mumbai,Windows Team,2026-07-25
2252,APP303,Windows Server 2019,Production,Application Server,Chennai,Infrastructure Team,2026-07-25
2253,API330,RHEL 9,UAT,API Server,Bangalore,Infrastructure Team,2026-07-25
2254,FILE323,RHEL 8,Development,File Server,Hyderabad,Windows Team,2026-07-25
2255,DB318,Windows Server 2019,Development,Database Server,Bangalore,Database Team,2026-07-25
2256,MAIL336,RHEL 9,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25
2257,FILE324,Windows Server 2019,Testing,File Server,Bangalore,Windows Team,2026-07-25
2258,WEB323,RHEL 9,Testing,Web Server,Hyderabad,Linux Team,2026-07-25
2259,MAIL337,RHEL 9,Testing,Mail Server,Chennai,Messaging Team,2026-07-25
2260,DB319,RHEL 8,Production,Database Server,Bangalore,Database Team,2026-07-25
2261,FILE325,Ubuntu 22.04,Development,File Server,Chennai,Windows Team,2026-07-25
2262,AUTH325,RHEL 9,Testing,Authentication Server,Mumbai,Security Team,2026-07-25
2263,DB320,RHEL 9,Development,Database Server,Pune,Database Team,2026-07-25
2264,AUTH326,RHEL 8,Production,Authentication Server,Chennai,Security Team,2026-07-25
2265,DB321,Windows Server 2022,Development,Database Server,Hyderabad,Database Team,2026-07-25
2266,APP304,RHEL 8,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25
2267,API331,Windows Server 2019,Production,API Server,Bangalore,Infrastructure Team,2026-07-25
2268,API332,Ubuntu 22.04,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
2269,MAIL338,RHEL 8,Production,Mail Server,Pune,Messaging Team,2026-07-25
2270,AUTH327,Ubuntu 22.04,UAT,Authentication Server,Hyderabad,Security Team,2026-07-25
2271,WEB324,Ubuntu 22.04,Testing,Web Server,Mumbai,Linux Team,2026-07-25
2272,API333,RHEL 9,Production,API Server,Hyderabad,Infrastructure Team,2026-07-25
2273,FILE326,RHEL 9,Production,File Server,Mumbai,Windows Team,2026-07-25
2274,MAIL339,Windows Server 2019,Development,Mail Server,Bangalore,Messaging Team,2026-07-25
2275,DB322,Windows Server 2022,Testing,Database Server,Pune,Database Team,2026-07-25
2276,APP305,Windows Server 2022,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25
2277,AUTH328,Windows Server 2019,Testing,Authentication Server,Pune,Security Team,2026-07-25
2278,DB323,RHEL 9,Testing,Database Server,Hyderabad,Database Team,2026-07-25
2279,AUTH329,Ubuntu 22.04,Testing,Authentication Server,Chennai,Security Team,2026-07-25
2280,DB324,Windows Server 2019,UAT,Database Server,Pune,Database Team,2026-07-25
2281,APP306,Ubuntu 22.04,UAT,Application Server,Pune,Infrastructure Team,2026-07-25
2282,AUTH330,Ubuntu 22.04,UAT,Authentication Server,Bangalore,Security Team,2026-07-25
2283,FILE327,Ubuntu 22.04,Production,File Server,Pune,Windows Team,2026-07-25
2284,MAIL340,Windows Server 2019,Production,Mail Server,Bangalore,Messaging Team,2026-07-25
2285,DB325,Windows Server 2022,Production,Database Server,Chennai,Database Team,2026-07-25
2286,FILE328,Windows Server 2022,UAT,File Server,Hyderabad,Windows Team,2026-07-25
2287,APP307,Ubuntu 22.04,Development,Application Server,Bangalore,Infrastructure Team,2026-07-25
2288,MAIL341,Ubuntu 22.04,Development,Mail Server,Bangalore,Messaging Team,2026-07-25
2289,FILE329,RHEL 8,Testing,File Server,Bangalore,Windows Team,2026-07-25
2290,API334,RHEL 9,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
2291,AUTH331,Windows Server 2022,Testing,Authentication Server,Hyderabad,Security Team,2026-07-25
2292,FILE330,RHEL 9,Production,File Server,Bangalore,Windows Team,2026-07-25
2293,WEB325,Ubuntu 22.04,Development,Web Server,Bangalore,Linux Team,2026-07-25
2294,DB326,RHEL 9,Testing,Database Server,Hyderabad,Database Team,2026-07-25
2295,MAIL342,Ubuntu 22.04,Development,Mail Server,Mumbai,Messaging Team,2026-07-25
2296,APP308,Windows Server 2019,Testing,Application Server,Pune,Infrastructure Team,2026-07-25
2297,AUTH332,Windows Server 2019,Development,Authentication Server,Hyderabad,Security Team,2026-07-25
2298,AUTH333,Windows Server 2019,Testing,Authentication Server,Chennai,Security Team,2026-07-25
2299,MAIL343,Windows Server 2019,Testing,Mail Server,Pune,Messaging Team,2026-07-25
2300,WEB326,RHEL 8,UAT,Web Server,Bangalore,Linux Team,2026-07-25
2301,APP309,Windows Server 2022,Development,Application Server,Chennai,Infrastructure Team,2026-07-25
2302,AUTH334,Windows Server 2019,UAT,Authentication Server,Hyderabad,Security Team,2026-07-25
2303,API335,RHEL 9,UAT,API Server,Bangalore,Infrastructure Team,2026-07-25
2304,APP310,RHEL 8,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25
2305,DB327,Windows Server 2019,Testing,Database Server,Hyderabad,Database Team,2026-07-25
2306,MAIL344,RHEL 8,Testing,Mail Server,Mumbai,Messaging Team,2026-07-25
2307,AUTH335,Windows Server 2019,Testing,Authentication Server,Hyderabad,Security Team,2026-07-25
2308,FILE331,Windows Server 2022,UAT,File Server,Chennai,Windows Team,2026-07-25
2309,AUTH336,Windows Server 2022,UAT,Authentication Server,Chennai,Security Team,2026-07-25
2310,AUTH337,RHEL 9,Production,Authentication Server,Bangalore,Security Team,2026-07-25
2311,FILE332,RHEL 8,Production,File Server,Bangalore,Windows Team,2026-07-25
2312,DB328,Ubuntu 22.04,Testing,Database Server,Chennai,Database Team,2026-07-25
2313,DB329,Windows Server 2019,UAT,Database Server,Chennai,Database Team,2026-07-25
2314,MAIL345,Ubuntu 22.04,Production,Mail Server,Pune,Messaging Team,2026-07-25
2315,MAIL346,RHEL 9,Testing,Mail Server,Mumbai,Messaging Team,2026-07-25
2316,DB330,Ubuntu 22.04,Development,Database Server,Pune,Database Team,2026-07-25
2317,AUTH338,Windows Server 2022,Development,Authentication Server,Mumbai,Security Team,2026-07-25
2318,API336,RHEL 9,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25
2319,DB331,Windows Server 2019,Development,Database Server,Pune,Database Team,2026-07-25
2320,MAIL347,Ubuntu 22.04,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25
2321,WEB327,RHEL 9,Development,Web Server,Pune,Linux Team,2026-07-25
2322,APP311,Windows Server 2022,Production,Application Server,Chennai,Infrastructure Team,2026-07-25
2323,MAIL348,Windows Server 2022,Production,Mail Server,Bangalore,Messaging Team,2026-07-25
2324,AUTH339,Windows Server 2022,Development,Authentication Server,Bangalore,Security Team,2026-07-25
2325,API337,Windows Server 2022,Development,API Server,Bangalore,Infrastructure Team,2026-07-25
2326,DB332,Ubuntu 22.04,Testing,Database Server,Mumbai,Database Team,2026-07-25
2327,DB333,Windows Server 2022,UAT,Database Server,Bangalore,Database Team,2026-07-25
2328,AUTH340,RHEL 9,Production,Authentication Server,Mumbai,Security Team,2026-07-25
2329,AUTH341,Ubuntu 22.04,Testing,Authentication Server,Chennai,Security Team,2026-07-25
2330,AUTH342,RHEL 9,Testing,Authentication Server,Pune,Security Team,2026-07-25
2331,FILE333,RHEL 8,Production,File Server,Bangalore,Windows Team,2026-07-25
2332,APP312,RHEL 8,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25
2333,APP313,Ubuntu 22.04,UAT,Application Server,Pune,Infrastructure Team,2026-07-25
2334,APP314,RHEL 9,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25
2335,WEB328,Windows Server 2019,Development,Web Server,Chennai,Linux Team,2026-07-25
2336,FILE334,Windows Server 2022,Production,File Server,Hyderabad,Windows Team,2026-07-25
2337,APP315,Ubuntu 22.04,Development,Application Server,Bangalore,Infrastructure Team,2026-07-25
2338,AUTH343,Windows Server 2019,Development,Authentication Server,Chennai,Security Team,2026-07-25
2339,DB334,Windows Server 2019,Testing,Database Server,Pune,Database Team,2026-07-25
2340,AUTH344,Windows Server 2019,Development,Authentication Server,Hyderabad,Security Team,2026-07-25
2341,MAIL349,Windows Server 2022,Production,Mail Server,Mumbai,Messaging Team,2026-07-25
2342,DB335,RHEL 9,Production,Database Server,Bangalore,Database Team,2026-07-25
2343,WEB329,RHEL 9,UAT,Web Server,Mumbai,Linux Team,2026-07-25
2344,MAIL350,Windows Server 2019,Development,Mail Server,Bangalore,Messaging Team,2026-07-25
2345,WEB330,Ubuntu 22.04,Development,Web Server,Hyderabad,Linux Team,2026-07-25
2346,AUTH345,RHEL 9,UAT,Authentication Server,Mumbai,Security Team,2026-07-25
2347,WEB331,RHEL 8,Development,Web Server,Mumbai,Linux Team,2026-07-25
2348,AUTH346,RHEL 9,UAT,Authentication Server,Hyderabad,Security Team,2026-07-25
2349,APP316,RHEL 9,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25
2350,WEB332,Ubuntu 22.04,Development,Web Server,Mumbai,Linux Team,2026-07-25
2351,APP317,RHEL 9,UAT,Application Server,Chennai,Infrastructure Team,2026-07-25
2352,WEB333,Windows Server 2022,Production,Web Server,Bangalore,Linux Team,2026-07-25
2353,DB336,RHEL 8,Testing,Database Server,Chennai,Database Team,2026-07-25
2354,AUTH347,Windows Server 2022,UAT,Authentication Server,Mumbai,Security Team,2026-07-25
2355,MAIL351,RHEL 9,Development,Mail Server,Mumbai,Messaging Team,2026-07-25
2356,AUTH348,RHEL 8,Production,Authentication Server,Hyderabad,Security Team,2026-07-25
2357,DB337,Windows Server 2022,Development,Database Server,Hyderabad,Database Team,2026-07-25
2358,APP318,RHEL 9,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25
2359,AUTH349,Windows Server 2022,Development,Authentication Server,Hyderabad,Security Team,2026-07-25
2360,MAIL352,RHEL 9,Production,Mail Server,Bangalore,Messaging Team,2026-07-25
2361,APP319,RHEL 9,UAT,Application Server,Pune,Infrastructure Team,2026-07-25
2362,MAIL353,RHEL 8,UAT,Mail Server,Hyderabad,Messaging Team,2026-07-25
